Line Item ID,Chk#,Item Description,Sales Category,Regular Price,Qty,Line Total,Comp,Void,Fire Time
li_003058,chk_00792,Filet Mignon,food,52,1,52,0,0,2026-02-25T14:16:00.000Z
li_003059,chk_00792,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-25T14:19:00.000Z
li_003060,chk_00792,Gin and Tonic,beverage,12,2,24,0,0,2026-02-25T14:22:00.000Z
li_003061,chk_00793,Grilled Salmon,food,32,1,32,0,0,2026-01-13T08:17:00.000Z
li_003062,chk_00793,Iced Tea,beverage,4,2,8,0,0,2026-01-13T08:20:00.000Z
li_003063,chk_00794,Wagyu Burger,food,21,1,21,0,0,2025-12-31T10:26:00.000Z
li_003064,chk_00794,Club Sandwich,food,18,1,18,0,0,2025-12-31T10:29:00.000Z
li_003065,chk_00794,Pulled Pork Sliders,food,17,1,17,0,0,2025-12-31T10:32:00.000Z
li_003066,chk_00794,Iced Tea,beverage,4,1,4,0,0,2025-12-31T10:35:00.000Z
li_003067,chk_00794,Grilled Chicken,food,19,1,19,0,0,2025-12-31T10:38:00.000Z
li_003068,chk_00795,Cheese Pizza,food,16,1,16,0,0,2026-02-08T12:58:00.000Z
li_003069,chk_00795,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-08T13:01:00.000Z
li_003070,chk_00795,Club Sandwich,food,18,1,18,0,0,2026-02-08T13:04:00.000Z
li_003071,chk_00795,Cheese Pizza,food,16,1,16,0,0,2026-02-08T13:07:00.000Z
li_003072,chk_00795,Modelo Draft,beverage,8,1,8,0,0,2026-02-08T13:10:00.000Z
li_003073,chk_00795,Aperol Spritz,beverage,14,1,14,0,0,2026-02-08T13:13:00.000Z
li_003074,chk_00796,Whiskey Sour,beverage,14,2,28,0,0,2026-02-25T14:07:00.000Z
li_003075,chk_00796,Crab Cake,food,28,1,28,0,0,2026-02-25T14:10:00.000Z
li_003076,chk_00796,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-25T14:13:00.000Z
li_003077,chk_00796,Braised Short Ribs,food,34,1,34,0,0,2026-02-25T14:16:00.000Z
li_003078,chk_00796,Loaded Nachos,food,17,1,17,0,0,2026-02-25T14:19:00.000Z
li_003079,chk_00796,Mimosa,beverage,12,1,12,0,0,2026-02-25T14:22:00.000Z
li_003080,chk_00797,Cobb Salad,food,19,1,19,0,0,2026-01-13T08:17:00.000Z
li_003081,chk_00797,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-01-13T08:20:00.000Z
li_003082,chk_00797,Loaded Nachos,food,17,1,17,0,0,2026-01-13T08:23:00.000Z
li_003083,chk_00797,Espresso,beverage,5,1,5,0,0,2026-01-13T08:26:00.000Z
li_003084,chk_00798,Loaded Nachos,food,17,1,17,0,0,2025-12-31T10:48:00.000Z
li_003085,chk_00798,Espresso,beverage,5,1,5,0,0,2025-12-31T10:51:00.000Z
li_003086,chk_00798,Loaded Nachos,food,17,1,17,0,0,2025-12-31T10:54:00.000Z
li_003087,chk_00798,Sauvignon Blanc,beverage,13,1,13,0,0,2025-12-31T10:57:00.000Z
li_003088,chk_00798,Wings Basket,food,16,1,16,0,0,2025-12-31T11:00:00.000Z
li_003089,chk_00799,Lobster Tail,food,48,1,48,0,0,2026-02-08T17:58:00.000Z
li_003090,chk_00799,Old Fashioned,beverage,15,1,15,0,0,2026-02-08T18:01:00.000Z
li_003091,chk_00800,Filet Mignon,food,52,1,52,0,0,2026-01-26T20:29:00.000Z
li_003092,chk_00800,Crab Cake,food,28,1,28,0,0,2026-01-26T20:32:00.000Z
li_003093,chk_00800,Grilled Chicken,food,19,1,19,0,0,2026-01-26T20:35:00.000Z
li_003094,chk_00801,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-03-06T13:39:00.000Z
li_003095,chk_00801,Garden Salad,food,12,1,12,1,0,2026-03-06T13:42:00.000Z
li_003096,chk_00801,Cheese Pizza,food,16,1,16,0,0,2026-03-06T13:45:00.000Z
li_003097,chk_00801,Whiskey Sour,beverage,14,2,28,0,0,2026-03-06T13:48:00.000Z
li_003098,chk_00801,Filet Mignon,food,52,1,52,0,0,2026-03-06T13:51:00.000Z
li_003099,chk_00801,Ranch Water,beverage,12,2,24,0,0,2026-03-06T13:54:00.000Z
li_003100,chk_00802,Ranch Water,beverage,12,1,12,0,0,2025-12-26T20:29:00.000Z
li_003101,chk_00802,Cheese Pizza,food,16,1,16,0,0,2025-12-26T20:32:00.000Z
li_003102,chk_00802,Coors Light Draft,beverage,7,1,7,0,0,2025-12-26T20:35:00.000Z
li_003103,chk_00803,Gin and Tonic,beverage,12,1,12,0,0,2026-03-06T13:39:00.000Z
li_003104,chk_00803,Braised Short Ribs,food,34,1,34,0,0,2026-03-06T13:42:00.000Z
li_003105,chk_00803,Cappuccino,beverage,6,1,6,0,0,2026-03-06T13:45:00.000Z
li_003106,chk_00803,Grilled Chicken,food,19,1,19,0,0,2026-03-06T13:48:00.000Z
li_003107,chk_00803,Margarita,beverage,14,1,14,0,0,2026-03-06T13:51:00.000Z
li_003108,chk_00803,Caprese Salad,food,15,1,15,0,0,2026-03-06T13:54:00.000Z
li_003109,chk_00804,Wings Basket,food,16,1,16,0,0,2026-02-21T15:10:00.000Z
li_003110,chk_00805,Cappuccino,beverage,6,2,12,0,0,2026-01-08T09:20:00.000Z
li_003111,chk_00805,Braised Short Ribs,food,34,1,34,0,0,2026-01-08T09:23:00.000Z
li_003112,chk_00805,Pinot Noir Glass,beverage,15,1,15,0,0,2026-01-08T09:26:00.000Z
li_003113,chk_00805,Aperol Spritz,beverage,14,1,14,0,0,2026-01-08T09:29:00.000Z
li_003114,chk_00806,Wedge Salad,food,14,1,14,0,0,2025-12-26T11:51:00.000Z
li_003115,chk_00806,Cheese Pizza,food,16,1,16,0,0,2025-12-26T11:54:00.000Z
li_003116,chk_00806,Espresso,beverage,5,2,10,0,0,2025-12-26T11:57:00.000Z
li_003117,chk_00806,Loaded Nachos,food,17,1,17,0,0,2025-12-26T12:00:00.000Z
li_003118,chk_00806,NY Strip Steak,food,45,1,45,0,0,2025-12-26T12:03:00.000Z
li_003119,chk_00807,Whiskey Sour,beverage,14,2,28,0,0,2026-02-03T19:01:00.000Z
li_003120,chk_00807,Moscow Mule,beverage,13,2,26,0,0,2026-02-03T19:04:00.000Z
li_003121,chk_00808,Club Sandwich,food,18,1,18,0,0,2026-01-21T20:32:00.000Z
li_003122,chk_00808,Filet Mignon,food,52,1,52,0,0,2026-01-21T20:35:00.000Z
li_003123,chk_00808,Caprese Salad,food,15,1,15,0,0,2026-01-21T20:38:00.000Z
li_003124,chk_00809,Old Fashioned,beverage,15,2,30,0,0,2026-03-02T14:42:00.000Z
li_003125,chk_00809,Charcuterie Board,food,24,1,24,0,0,2026-03-02T14:45:00.000Z
li_003126,chk_00809,Cheese Pizza,food,16,1,16,0,0,2026-03-02T14:48:00.000Z
li_003127,chk_00809,French Onion Soup,food,12,1,12,0,0,2026-03-02T14:51:00.000Z
li_003128,chk_00809,Garden Salad,food,12,1,12,0,0,2026-03-02T14:54:00.000Z
li_003129,chk_00809,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-03-02T14:57:00.000Z
li_003130,chk_00810,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-17T16:51:00.000Z
li_003131,chk_00810,Ranch Water,beverage,12,2,24,0,0,2026-02-17T16:54:00.000Z
li_003132,chk_00810,Lobster Tail,food,48,1,48,0,0,2026-02-17T16:57:00.000Z
li_003133,chk_00810,Wings Basket,food,16,1,16,0,0,2026-02-17T17:00:00.000Z
li_003134,chk_00810,BLT Wrap,food,16,1,16,0,0,2026-02-17T17:03:00.000Z
li_003135,chk_00811,Margarita,beverage,14,1,14,0,0,2026-02-03T18:23:00.000Z
li_003136,chk_00811,Caesar Salad,food,16.5,1,16.5,1,0,2026-02-03T18:26:00.000Z
li_003137,chk_00812,Moscow Mule,beverage,13,1,13,0,0,2025-12-22T12:33:00.000Z
li_003138,chk_00812,Tuna Tartare,food,22,1,22,0,1,2025-12-22T12:36:00.000Z
li_003139,chk_00812,Grilled Salmon,food,32,1,32,0,0,2025-12-22T12:39:00.000Z
li_003140,chk_00813,Fish Tacos,food,20,1,20,0,0,2026-03-02T14:42:00.000Z
li_003141,chk_00813,Chardonnay Glass,beverage,14,1,14,0,0,2026-03-02T14:45:00.000Z
li_003142,chk_00813,Wings Basket,food,16,1,16,0,0,2026-03-02T14:48:00.000Z
li_003143,chk_00813,Loaded Nachos,food,17,1,17,0,0,2026-03-02T14:51:00.000Z
li_003144,chk_00813,Turkey Club,food,18,1,18,0,0,2026-03-02T14:54:00.000Z
li_003145,chk_00813,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-03-02T14:57:00.000Z
li_003146,chk_00814,Wagyu Burger,food,21,1,21,0,0,2026-01-17T16:14:00.000Z
li_003147,chk_00815,BLT Wrap,food,16,1,16,0,0,2026-01-04T09:23:00.000Z
li_003148,chk_00815,Aperol Spritz,beverage,14,2,28,0,0,2026-01-04T09:26:00.000Z
li_003149,chk_00815,Wedge Salad,food,14,1,14,0,1,2026-01-04T09:29:00.000Z
li_003150,chk_00815,Mushroom Risotto,food,26,1,26,0,0,2026-01-04T09:32:00.000Z
li_003151,chk_00815,Pulled Pork Sliders,food,17,1,17,0,0,2026-01-04T09:35:00.000Z
li_003152,chk_00816,Craft IPA Draft,beverage,9,2,18,0,0,2026-02-12T12:55:00.000Z
li_003153,chk_00816,Cabernet Glass,beverage,16,1,16,0,0,2026-02-12T12:58:00.000Z
li_003154,chk_00816,Caprese Salad,food,15,1,15,1,0,2026-02-12T13:01:00.000Z
li_003155,chk_00816,Pulled Pork Sliders,food,17,1,17,0,0,2026-02-12T13:04:00.000Z
li_003156,chk_00816,Iced Tea,beverage,4,2,8,0,0,2026-02-12T13:07:00.000Z
li_003157,chk_00816,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-12T13:10:00.000Z
li_003158,chk_00817,Caesar Salad,food,16.5,1,16.5,0,0,2026-01-30T19:04:00.000Z
li_003159,chk_00817,Mushroom Risotto,food,26,1,26,0,0,2026-01-30T19:07:00.000Z
li_003160,chk_00817,Mimosa,beverage,12,1,12,0,0,2026-01-30T19:10:00.000Z
li_003161,chk_00818,Michelob Ultra,beverage,7,2,14,0,0,2026-01-17T07:14:00.000Z
li_003162,chk_00818,Pulled Pork Sliders,food,17,1,17,0,0,2026-01-17T07:17:00.000Z
li_003163,chk_00818,Chicken Parmigiana,food,24,1,24,0,0,2026-01-17T07:20:00.000Z
li_003164,chk_00818,Wagyu Burger,food,21,1,21,0,0,2026-01-17T07:23:00.000Z
li_003165,chk_00819,Tuna Tartare,food,22,1,22,0,0,2026-01-04T09:45:00.000Z
li_003166,chk_00819,Loaded Nachos,food,17,1,17,0,0,2026-01-04T09:48:00.000Z
li_003167,chk_00819,BLT Wrap,food,16,1,16,0,0,2026-01-04T09:51:00.000Z
li_003168,chk_00819,Espresso,beverage,5,1,5,0,0,2026-01-04T09:54:00.000Z
li_003169,chk_00819,Charcuterie Board,food,24,1,24,0,0,2026-01-04T09:57:00.000Z
li_003170,chk_00820,Mushroom Risotto,food,26,1,26,0,0,2026-02-12T17:55:00.000Z
li_003171,chk_00820,Lobster Tail,food,48,1,48,0,0,2026-02-12T17:58:00.000Z
li_003172,chk_00821,Cappuccino,beverage,6,1,6,0,0,2026-01-30T19:26:00.000Z
li_003173,chk_00821,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-01-30T19:29:00.000Z
li_003174,chk_00821,Iced Tea,beverage,4,1,4,0,0,2026-01-30T19:32:00.000Z
li_003175,chk_00822,Mimosa,beverage,12,2,24,0,0,2025-12-17T12:36:00.000Z
li_003176,chk_00822,Sauvignon Blanc,beverage,13,2,26,0,0,2025-12-17T12:39:00.000Z
li_003177,chk_00822,Chardonnay Glass,beverage,14,1,14,0,0,2025-12-17T12:42:00.000Z
li_003178,chk_00822,Turkey Club,food,18,1,18,0,0,2025-12-17T12:45:00.000Z
li_003179,chk_00822,BLT Wrap,food,16,1,16,0,0,2025-12-17T12:48:00.000Z
li_003180,chk_00822,Margarita,beverage,14,1,14,0,0,2025-12-17T12:51:00.000Z
li_003181,chk_00823,Mushroom Risotto,food,26,1,26,0,0,2026-02-25T14:07:00.000Z
li_003182,chk_00823,Braised Short Ribs,food,34,1,34,0,0,2026-02-25T14:10:00.000Z
li_003183,chk_00823,Moscow Mule,beverage,13,2,26,0,0,2026-02-25T14:13:00.000Z
li_003184,chk_00823,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-25T14:16:00.000Z
li_003185,chk_00823,Braised Short Ribs,food,34,1,34,0,0,2026-02-25T14:19:00.000Z
li_003186,chk_00823,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-02-25T14:22:00.000Z
li_003187,chk_00824,Wedge Salad,food,14,1,14,0,0,2025-12-17T12:36:00.000Z
li_003188,chk_00824,Cheese Pizza,food,16,1,16,0,0,2025-12-17T12:39:00.000Z
li_003189,chk_00824,Crab Cake,food,28,1,28,0,0,2025-12-17T12:42:00.000Z
li_003190,chk_00824,Arnold Palmer,beverage,5,1,5,0,0,2025-12-17T12:45:00.000Z
li_003191,chk_00824,Wedge Salad,food,14,1,14,0,0,2025-12-17T12:48:00.000Z
li_003192,chk_00824,Garden Salad,food,12,1,12,0,1,2025-12-17T12:51:00.000Z
li_003193,chk_00825,Chicken Parmigiana,food,24,1,24,0,0,2026-02-25T15:07:00.000Z
li_003194,chk_00825,Pinot Noir Glass,beverage,15,1,15,0,0,2026-02-25T15:10:00.000Z
li_003195,chk_00825,Gin and Tonic,beverage,12,1,12,0,0,2026-02-25T15:13:00.000Z
li_003196,chk_00825,Paloma,beverage,13,2,26,0,0,2026-02-25T15:16:00.000Z
li_003197,chk_00825,Pinot Noir Glass,beverage,15,2,30,0,1,2026-02-25T15:19:00.000Z
li_003198,chk_00825,Hot Dog,food,9,1,9,0,0,2026-02-25T15:22:00.000Z
li_003199,chk_00826,Mushroom Risotto,food,26,1,26,0,0,2026-01-12T08:17:00.000Z
li_003200,chk_00826,Moscow Mule,beverage,13,1,13,0,1,2026-01-12T08:20:00.000Z
li_003201,chk_00826,Michelob Ultra,beverage,7,1,7,0,0,2026-01-12T08:23:00.000Z
li_003202,chk_00826,Coors Light Draft,beverage,7,1,7,0,0,2026-01-12T08:26:00.000Z
li_003203,chk_00827,Gin and Tonic,beverage,12,1,12,0,0,2025-12-30T10:48:00.000Z
li_003204,chk_00827,Turkey Club,food,18,1,18,0,0,2025-12-30T10:51:00.000Z
li_003205,chk_00827,Ranch Water,beverage,12,1,12,0,0,2025-12-30T10:54:00.000Z
li_003206,chk_00827,Grilled Salmon,food,32,1,32,0,1,2025-12-30T10:57:00.000Z
li_003207,chk_00827,Cobb Salad,food,19,1,19,0,0,2025-12-30T11:00:00.000Z
li_003208,chk_00828,Gin and Tonic,beverage,12,2,24,1,0,2026-02-08T17:58:00.000Z
li_003209,chk_00828,Caesar Salad,food,16.5,1,16.5,0,0,2026-02-08T18:01:00.000Z
li_003210,chk_00829,Turkey Club,food,18,1,18,0,0,2026-01-25T20:29:00.000Z
li_003211,chk_00829,Cabernet Glass,beverage,16,2,32,0,0,2026-01-25T20:32:00.000Z
li_003212,chk_00829,Garden Salad,food,12,1,12,0,0,2026-01-25T20:35:00.000Z
li_003213,chk_00830,Grilled Chicken,food,19,1,19,0,0,2026-02-07T17:58:00.000Z
li_003214,chk_00830,Turkey Club,food,18,1,18,0,0,2026-02-07T18:01:00.000Z
li_003215,chk_00831,Whiskey Sour,beverage,14,2,28,0,0,2025-12-26T20:30:00.000Z
li_003216,chk_00831,Filet Mignon,food,52,1,52,0,0,2025-12-26T20:33:00.000Z
li_003217,chk_00831,Mushroom Risotto,food,26,1,26,0,0,2025-12-26T20:36:00.000Z
li_003218,chk_00832,Shrimp Scampi,food,28,1,28,0,0,2026-03-06T13:39:00.000Z
li_003219,chk_00832,Chicken Parmigiana,food,24,1,24,0,0,2026-03-06T13:42:00.000Z
li_003220,chk_00832,Mimosa,beverage,12,1,12,0,0,2026-03-06T13:45:00.000Z
li_003221,chk_00832,Fish Tacos,food,20,1,20,0,0,2026-03-06T13:48:00.000Z
li_003222,chk_00832,Sparkling Water,beverage,4,2,8,0,0,2026-03-06T13:51:00.000Z
li_003223,chk_00832,BLT Wrap,food,16,1,16,0,0,2026-03-06T13:54:00.000Z
li_003224,chk_00833,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-01-21T15:11:00.000Z
li_003225,chk_00834,Filet Mignon,food,52,1,52,0,0,2026-01-08T09:20:00.000Z
li_003226,chk_00834,Old Fashioned,beverage,15,2,30,0,0,2026-01-08T09:23:00.000Z
li_003227,chk_00834,Caesar Salad,food,16.5,1,16.5,0,0,2026-01-08T09:26:00.000Z
li_003228,chk_00834,Paloma,beverage,13,2,26,0,0,2026-01-08T09:29:00.000Z
li_003229,chk_00835,Mimosa,beverage,12,1,12,0,0,2026-02-16T11:52:00.000Z
li_003230,chk_00835,BLT Wrap,food,16,1,16,0,0,2026-02-16T11:55:00.000Z
li_003231,chk_00835,Fish Tacos,food,20,1,20,1,0,2026-02-16T11:58:00.000Z
li_003232,chk_00835,Garden Salad,food,12,1,12,0,0,2026-02-16T12:01:00.000Z
li_003233,chk_00835,Braised Short Ribs,food,34,1,34,0,0,2026-02-16T12:04:00.000Z
li_003234,chk_00836,Espresso,beverage,5,1,5,0,0,2026-02-03T19:01:00.000Z
li_003235,chk_00836,Wings Basket,food,16,1,16,0,0,2026-02-03T19:04:00.000Z
li_003236,chk_00837,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-22T20:33:00.000Z
li_003237,chk_00837,Sparkling Water,beverage,4,1,4,0,0,2025-12-22T20:36:00.000Z
li_003238,chk_00837,Michelob Ultra,beverage,7,2,14,0,0,2025-12-22T20:39:00.000Z
li_003239,chk_00838,Wedge Salad,food,14,1,14,0,0,2026-01-08T09:42:00.000Z
li_003240,chk_00838,Wagyu Burger,food,21,1,21,0,0,2026-01-08T09:45:00.000Z
li_003241,chk_00838,Crab Cake,food,28,1,28,0,0,2026-01-08T09:48:00.000Z
li_003242,chk_00838,Grilled Salmon,food,32,1,32,0,0,2026-01-08T09:51:00.000Z
li_003243,chk_00839,Mimosa,beverage,12,1,12,0,0,2026-02-16T16:52:00.000Z
li_003244,chk_00840,Fish Tacos,food,20,1,20,0,0,2026-02-03T18:23:00.000Z
li_003245,chk_00840,French Onion Soup,food,12,1,12,0,0,2026-02-03T18:26:00.000Z
li_003246,chk_00841,Wedge Salad,food,14,1,14,1,0,2025-12-21T12:33:00.000Z
li_003247,chk_00841,Fish Tacos,food,20,1,20,0,0,2025-12-21T12:36:00.000Z
li_003248,chk_00841,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-21T12:39:00.000Z
li_003249,chk_00842,Paloma,beverage,13,1,13,0,0,2026-03-01T14:04:00.000Z
li_003250,chk_00842,Chicken Parmigiana,food,24,1,24,0,0,2026-03-01T14:07:00.000Z
li_003251,chk_00842,Wedge Salad,food,14,1,14,0,0,2026-03-01T14:10:00.000Z
li_003252,chk_00842,Aperol Spritz,beverage,14,2,28,0,0,2026-03-01T14:13:00.000Z
li_003253,chk_00842,Lobster Tail,food,48,1,48,0,0,2026-03-01T14:16:00.000Z
li_003254,chk_00842,Wedge Salad,food,14,1,14,0,0,2026-03-01T14:19:00.000Z
li_003255,chk_00843,Caprese Salad,food,15,1,15,0,0,2026-01-17T07:14:00.000Z
li_003256,chk_00844,Wedge Salad,food,14,1,14,0,1,2026-01-03T09:45:00.000Z
li_003257,chk_00844,Hot Dog,food,9,1,9,1,0,2026-01-03T09:48:00.000Z
li_003258,chk_00844,Ranch Water,beverage,12,1,12,0,0,2026-01-03T09:51:00.000Z
li_003259,chk_00844,Moscow Mule,beverage,13,1,13,0,0,2026-01-03T09:54:00.000Z
li_003260,chk_00844,BLT Wrap,food,16,1,16,0,0,2026-01-03T09:57:00.000Z
li_003261,chk_00845,Moscow Mule,beverage,13,2,26,0,0,2026-03-01T14:04:00.000Z
li_003262,chk_00845,Crab Cake,food,28,1,28,0,0,2026-03-01T14:07:00.000Z
li_003263,chk_00845,Chardonnay Glass,beverage,14,1,14,0,0,2026-03-01T14:10:00.000Z
li_003264,chk_00845,Mushroom Risotto,food,26,1,26,0,0,2026-03-01T14:13:00.000Z
li_003265,chk_00845,NY Strip Steak,food,45,1,45,0,0,2026-03-01T14:16:00.000Z
li_003266,chk_00845,Grilled Salmon,food,32,1,32,0,0,2026-03-01T14:19:00.000Z
li_003267,chk_00846,Turkey Club,food,18,1,18,0,0,2026-01-16T07:14:00.000Z
li_003268,chk_00846,Craft IPA Draft,beverage,9,2,18,0,0,2026-01-16T07:17:00.000Z
li_003269,chk_00846,Mushroom Risotto,food,26,1,26,0,0,2026-01-16T07:20:00.000Z
li_003270,chk_00846,Crab Cake,food,28,1,28,0,0,2026-01-16T07:23:00.000Z
li_003271,chk_00847,Margarita,beverage,14,2,28,0,0,2026-01-03T09:45:00.000Z
li_003272,chk_00847,Gin and Tonic,beverage,12,2,24,0,0,2026-01-03T09:48:00.000Z
li_003273,chk_00847,Margarita,beverage,14,1,14,0,0,2026-01-03T09:51:00.000Z
li_003274,chk_00847,Cobb Salad,food,19,1,19,0,0,2026-01-03T09:54:00.000Z
li_003275,chk_00847,BLT Wrap,food,16,1,16,0,0,2026-01-03T09:57:00.000Z
li_003276,chk_00848,Grilled Salmon,food,32,1,32,0,0,2026-02-12T17:55:00.000Z
li_003277,chk_00848,Wings Basket,food,16,1,16,0,0,2026-02-12T17:58:00.000Z
li_003278,chk_00849,Coors Light Draft,beverage,7,2,14,0,0,2026-01-29T19:26:00.000Z
li_003279,chk_00849,Caprese Salad,food,15,1,15,0,0,2026-01-29T19:29:00.000Z
li_003280,chk_00849,Moscow Mule,beverage,13,1,13,0,0,2026-01-29T19:32:00.000Z
li_003281,chk_00850,Braised Short Ribs,food,34,1,34,0,0,2025-12-17T12:36:00.000Z
li_003282,chk_00850,Fish Tacos,food,20,1,20,0,0,2025-12-17T12:39:00.000Z
li_003283,chk_00850,Fish Tacos,food,20,1,20,0,0,2025-12-17T12:42:00.000Z
li_003284,chk_00850,Arnold Palmer,beverage,5,1,5,0,0,2025-12-17T12:45:00.000Z
li_003285,chk_00850,Sauvignon Blanc,beverage,13,1,13,0,0,2025-12-17T12:48:00.000Z
li_003286,chk_00850,Fish Tacos,food,20,1,20,0,0,2025-12-17T12:51:00.000Z
li_003287,chk_00851,Shrimp Scampi,food,28,1,28,0,0,2026-02-25T15:08:00.000Z
li_003288,chk_00851,Grilled Chicken,food,19,1,19,0,0,2026-02-25T15:11:00.000Z
li_003289,chk_00851,Fish Tacos,food,20,1,20,0,0,2026-02-25T15:14:00.000Z
li_003290,chk_00851,Pulled Pork Sliders,food,17,1,17,0,0,2026-02-25T15:17:00.000Z
li_003291,chk_00851,Ranch Water,beverage,12,1,12,0,0,2026-02-25T15:20:00.000Z
li_003292,chk_00851,Grilled Salmon,food,32,1,32,0,0,2026-02-25T15:23:00.000Z
li_003293,chk_00852,Bloody Mary,beverage,14,2,28,0,0,2026-01-12T08:17:00.000Z
li_003294,chk_00852,Pinot Noir Glass,beverage,15,2,30,0,0,2026-01-12T08:20:00.000Z
li_003295,chk_00852,Shrimp Scampi,food,28,1,28,0,0,2026-01-12T08:23:00.000Z
li_003296,chk_00852,Filet Mignon,food,52,1,52,0,0,2026-01-12T08:26:00.000Z
li_003297,chk_00853,Whiskey Sour,beverage,14,2,28,0,0,2025-12-30T10:49:00.000Z
li_003298,chk_00853,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-30T10:52:00.000Z
li_003299,chk_00853,BLT Wrap,food,16,1,16,0,0,2025-12-30T10:55:00.000Z
li_003300,chk_00853,Mimosa,beverage,12,2,24,0,0,2025-12-30T10:58:00.000Z
li_003301,chk_00853,Corona,beverage,8,2,16,0,0,2025-12-30T11:01:00.000Z
li_003302,chk_00854,Shrimp Scampi,food,28,1,28,0,0,2025-12-30T19:27:00.000Z
li_003303,chk_00854,Whiskey Sour,beverage,14,1,14,0,0,2025-12-30T19:30:00.000Z
li_003304,chk_00854,Crab Cake,food,28,1,28,0,0,2025-12-30T19:33:00.000Z
li_003305,chk_00855,Charcuterie Board,food,24,1,24,0,0,2025-12-17T12:36:00.000Z
li_003306,chk_00855,Loaded Nachos,food,17,1,17,0,0,2025-12-17T12:39:00.000Z
li_003307,chk_00855,Mimosa,beverage,12,1,12,0,0,2025-12-17T12:42:00.000Z
li_003308,chk_00855,Caesar Salad,food,16.5,1,16.5,0,0,2025-12-17T12:45:00.000Z
li_003309,chk_00855,Ranch Water,beverage,12,2,24,0,0,2025-12-17T12:48:00.000Z
li_003310,chk_00855,Pulled Pork Sliders,food,17,1,17,0,0,2025-12-17T12:51:00.000Z
li_003311,chk_00856,BLT Wrap,food,16,1,16,0,0,2026-01-25T15:08:00.000Z
li_003312,chk_00856,Mimosa,beverage,12,1,12,0,0,2026-01-25T15:11:00.000Z
li_003313,chk_00856,Old Fashioned,beverage,15,1,15,0,0,2026-01-25T15:14:00.000Z
li_003314,chk_00856,Espresso,beverage,5,2,10,0,0,2026-01-25T15:17:00.000Z
li_003315,chk_00856,Cobb Salad,food,19,1,19,0,1,2026-01-25T15:20:00.000Z
li_003316,chk_00856,Grilled Chicken,food,19,1,19,0,0,2026-01-25T15:23:00.000Z
li_003317,chk_00857,Iced Tea,beverage,4,2,8,0,0,2026-01-12T08:17:00.000Z
li_003318,chk_00857,Wings Basket,food,16,1,16,0,0,2026-01-12T08:20:00.000Z
li_003319,chk_00857,Filet Mignon,food,52,1,52,0,0,2026-01-12T08:23:00.000Z
li_003320,chk_00857,Michelob Ultra,beverage,7,1,7,0,0,2026-01-12T08:26:00.000Z
li_003321,chk_00858,Chardonnay Glass,beverage,14,2,28,0,0,2026-02-20T10:49:00.000Z
li_003322,chk_00858,Cheese Pizza,food,16,1,16,0,0,2026-02-20T10:52:00.000Z
li_003323,chk_00858,Moscow Mule,beverage,13,1,13,0,0,2026-02-20T10:55:00.000Z
li_003324,chk_00858,Wagyu Burger,food,21,1,21,0,0,2026-02-20T10:58:00.000Z
li_003325,chk_00858,Chardonnay Glass,beverage,14,1,14,0,0,2026-02-20T11:01:00.000Z
li_003326,chk_00859,Arnold Palmer,beverage,5,2,10,0,0,2026-02-07T18:58:00.000Z
li_003327,chk_00859,NY Strip Steak,food,45,1,45,0,0,2026-02-07T19:01:00.000Z
li_003328,chk_00860,Hot Dog,food,9,1,9,0,0,2025-12-26T20:30:00.000Z
li_003329,chk_00860,Modelo Draft,beverage,8,2,16,0,0,2025-12-26T20:33:00.000Z
li_003330,chk_00860,Craft IPA Draft,beverage,9,1,9,0,0,2025-12-26T20:36:00.000Z
li_003331,chk_00861,Aperol Spritz,beverage,14,1,14,1,0,2026-03-05T13:39:00.000Z
li_003332,chk_00861,Turkey Club,food,18,1,18,0,0,2026-03-05T13:42:00.000Z
li_003333,chk_00861,Old Fashioned,beverage,15,2,30,0,0,2026-03-05T13:45:00.000Z
li_003334,chk_00861,Caprese Salad,food,15,1,15,0,0,2026-03-05T13:48:00.000Z
li_003335,chk_00861,Cobb Salad,food,19,1,19,0,0,2026-03-05T13:51:00.000Z
li_003336,chk_00861,Old Fashioned,beverage,15,2,30,0,0,2026-03-05T13:54:00.000Z
li_003337,chk_00862,Pan-Seared Sea Bass,food,38,1,38,0,0,2026-02-20T15:11:00.000Z
li_003338,chk_00863,Cobb Salad,food,19,1,19,0,0,2026-01-08T09:20:00.000Z
li_003339,chk_00863,Turkey Club,food,18,1,18,0,0,2026-01-08T09:23:00.000Z
