Payment ID,Chk#,Settlement Method,Amount,Settlement Time,Split
pay_000790,chk_00790,member_charge,86.1,2026-01-30 20:47:00,1
pay_000791,chk_00791,credit_card,124.16,2025-12-18 13:27:00,1
pay_000792,chk_00792,cash,221.61,2026-02-25 15:09:00,0
pay_000793,chk_00793,member_charge,53.51,2026-01-13 08:50:00,0
pay_000794,chk_00794,member_charge,160.28,2025-12-31 11:09:00,0
pay_000795,chk_00795,cash,193.55,2026-02-08 14:13:00,0
pay_000796,chk_00796,cash,230.02,2026-02-25 15:09:00,0
pay_000797,chk_00797,member_charge,131.81,2026-01-13 08:50:00,1
pay_000798,chk_00798,credit_card,151.39,2025-12-31 11:31:00,0
pay_000799,chk_00799,cash,63.25,2026-02-08 19:13:00,0
pay_000800,chk_00800,member_charge,90.7,2026-01-26 21:54:00,0
pay_000801,chk_00801,credit_card,198.84,2026-03-06 14:35:00,0
pay_000802,chk_00802,member_charge,81.7,2025-12-26 21:15:00,0
pay_000803,chk_00803,credit_card,200.07,2026-03-06 14:35:00,0
pay_000804,chk_00804,cash,32.38,2026-02-21 16:38:00,0
pay_000805,chk_00805,member_charge,144.65,2026-01-08 09:57:00,0
pay_000806,chk_00806,credit_card,156.68,2025-12-26 13:00:00,0
pay_000807,chk_00807,cash,75.23,2026-02-03 20:19:00,0
pay_000808,chk_00808,member_charge,113.48,2026-01-21 21:21:00,0
pay_000809,chk_00809,credit_card,211.65,2026-03-02 15:41:00,0
pay_000810,chk_00810,credit_card,156.68,2026-02-17 18:00:00,0
pay_000811,chk_00811,member_charge,75.23,2026-02-03 19:41:00,0
pay_000812,chk_00812,member_charge,113.48,2025-12-22 13:22:00,0
pay_000813,chk_00813,cash,211.65,2026-03-02 15:41:00,0
pay_000814,chk_00814,cash,42.74,2026-01-17 16:44:00,0
pay_000815,chk_00815,member_charge,156.49,2026-01-04 10:03:00,0
pay_000816,chk_00816,cash,183.43,2026-02-12 14:07:00,0
pay_000817,chk_00817,cash,86.1,2026-01-30 20:26:00,1
pay_000818,chk_00818,cash,120.44,2026-01-17 07:44:00,0
pay_000819,chk_00819,credit_card,148.16,2026-01-04 10:25:00,0
pay_000820,chk_00820,cash,53.13,2026-02-12 19:07:00,0
pay_000821,chk_00821,member_charge,90.1,2026-01-30 20:48:00,0
pay_000822,chk_00822,credit_card,204.26,2025-12-17 13:29:00,0
pay_000823,chk_00823,cash,222.86,2026-02-25 15:09:00,0
pay_000824,chk_00824,credit_card,204.26,2025-12-17 13:29:00,0
pay_000825,chk_00825,cash,231.3,2026-02-25 16:32:00,0
pay_000826,chk_00826,member_charge,133.11,2026-01-12 08:51:00,0
pay_000827,chk_00827,credit_card,146.64,2025-12-30 11:54:00,0
pay_000828,chk_00828,cash,64.52,2026-02-08 19:13:00,0
pay_000829,chk_00829,member_charge,83.03,2026-01-25 21:54:00,0
pay_000830,chk_00830,member_charge,65.03,2026-02-07 19:13:00,0
pay_000831,chk_00831,member_charge,83.03,2025-12-26 21:16:00,0
pay_000832,chk_00832,credit_card,200.07,2026-03-06 14:35:00,0
pay_000833,chk_00833,cash,32.38,2026-01-21 16:39:00,0
pay_000834,chk_00834,member_charge,145.97,2026-01-08 09:57:00,0
pay_000835,chk_00835,credit_card,171.94,2026-02-16 13:01:00,0
pay_000836,chk_00836,cash,75.23,2026-02-03 20:20:00,0
pay_000837,chk_00837,member_charge,113.48,2025-12-22 21:23:00,0
pay_000838,chk_00838,credit_card,138.2,2026-01-08 10:19:00,1
pay_000839,chk_00839,credit_card,42.67,2026-02-16 18:01:00,0
pay_000840,chk_00840,member_charge,76.5,2026-02-03 19:42:00,0
pay_000841,chk_00841,member_charge,114.81,2025-12-21 13:23:00,0
pay_000842,chk_00842,cash,212.9,2026-03-01 15:03:00,0
pay_000843,chk_00843,cash,44.03,2026-01-17 07:44:00,0
pay_000844,chk_00844,credit_card,157.8,2026-01-03 10:25:00,0
pay_000845,chk_00845,cash,219.74,2026-03-01 15:26:00,0
pay_000846,chk_00846,cash,121.73,2026-01-16 07:45:00,0
pay_000847,chk_00847,credit_card,149.4,2026-01-03 10:25:00,0
pay_000848,chk_00848,cash,53.13,2026-02-12 19:07:00,0
pay_000849,chk_00849,member_charge,91.43,2026-01-29 20:48:00,0
pay_000850,chk_00850,credit_card,205.59,2025-12-17 13:29:00,0
pay_000851,chk_00851,cash,231.3,2026-02-25 16:11:00,0
pay_000852,chk_00852,member_charge,134.42,2026-01-12 08:51:00,0
pay_000853,chk_00853,credit_card,153.9,2025-12-30 11:32:00,0
pay_000854,chk_00854,member_charge,91.43,2025-12-30 20:10:00,0
pay_000855,chk_00855,credit_card,205.59,2025-12-17 13:29:00,0
pay_000856,chk_00856,cash,231.3,2026-01-25 16:33:00,0
pay_000857,chk_00857,member_charge,134.42,2026-01-12 08:51:00,0
pay_000858,chk_00858,credit_card,147.9,2026-02-20 11:55:00,0
pay_000859,chk_00859,cash,65.03,2026-02-07 20:14:00,0
pay_000860,chk_00860,member_charge,102.03,2025-12-26 21:17:00,0
pay_000861,chk_00861,credit_card,201.31,2026-03-05 14:35:00,0
pay_000862,chk_00862,cash,33.67,2026-02-20 16:39:00,0
pay_000863,chk_00863,member_charge,145.97,2026-01-08 09:57:00,0
pay_000864,chk_00864,credit_card,171.94,2025-12-25 13:01:00,0
pay_000865,chk_00865,cash,76.5,2026-02-03 20:20:00,0
pay_000866,chk_00866,member_charge,114.81,2026-01-21 21:23:00,0
pay_000867,chk_00867,credit_card,147.9,2026-02-20 16:55:00,0
pay_000868,chk_00868,member_charge,66.3,2026-02-07 19:36:00,0
pay_000869,chk_00869,member_charge,103.35,2025-12-25 12:17:00,0
pay_000870,chk_00870,cash,201.31,2026-03-05 14:57:00,0
pay_000871,chk_00871,cash,33.67,2026-01-21 21:39:00,0
pay_000872,chk_00872,credit_card,147.28,2026-01-07 10:19:00,0
pay_000873,chk_00873,credit_card,173.19,2026-02-16 18:01:00,0
pay_000874,chk_00874,member_charge,76.5,2026-02-03 19:42:00,0
pay_000875,chk_00875,member_charge,114.81,2025-12-21 13:23:00,0
pay_000876,chk_00876,credit_card,214.14,2026-03-01 15:43:00,1
pay_000877,chk_00877,member_charge,45.33,2026-01-16 16:45:00,0
pay_000878,chk_00878,member_charge,157.8,2026-01-03 10:04:00,0
pay_000879,chk_00879,cash,111.37,2026-01-21 20:39:00,0
pay_000880,chk_00880,credit_card,139.44,2026-01-07 10:19:00,1
pay_000881,chk_00881,credit_card,42.67,2026-02-16 18:01:00,0
pay_000882,chk_00882,member_charge,78.9,2026-02-03 19:43:00,0
pay_000883,chk_00883,member_charge,194.91,2025-12-21 13:23:00,0
pay_000884,chk_00884,cash,213.02,2026-03-01 15:05:00,0
pay_000885,chk_00885,member_charge,121.73,2026-01-16 07:45:00,0
pay_000886,chk_00886,credit_card,143.65,2026-01-03 10:26:00,0
pay_000887,chk_00887,cash,54.4,2026-02-11 19:07:00,0
pay_000888,chk_00888,member_charge,194.91,2025-12-21 13:23:00,0
pay_000889,chk_00889,cash,205.02,2026-01-29 15:27:00,0
pay_000890,chk_00890,member_charge,123.03,2026-01-16 07:45:00,0
pay_000891,chk_00891,credit_card,137.65,2026-02-25 10:49:00,0
pay_000892,chk_00892,cash,54.4,2026-02-11 19:08:00,0
pay_000893,chk_00893,member_charge,73.43,2026-01-29 20:11:00,0
pay_000894,chk_00894,credit_card,191.43,2026-03-09 13:29:00,0
pay_000895,chk_00895,cash,23.13,2026-02-24 16:33:00,0
pay_000896,chk_00896,member_charge,55.66,2026-02-11 18:30:00,0
pay_000897,chk_00897,member_charge,74.75,2025-12-30 11:11:00,0
pay_000898,chk_00898,cash,191.43,2026-03-09 13:51:00,0
pay_000899,chk_00899,cash,23.13,2026-01-25 21:33:00,0
pay_000900,chk_00900,credit_card,135.72,2026-01-12 09:13:00,0
pay_000901,chk_00901,credit_card,149.15,2026-02-20 16:55:00,0
pay_000902,chk_00902,cash,66.3,2026-02-07 20:15:00,0
pay_000903,chk_00903,member_charge,103.35,2025-12-25 21:17:00,0
pay_000904,chk_00904,credit_card,202.54,2026-03-05 14:37:00,0
pay_000905,chk_00905,cash,34.97,2026-01-20 15:39:00,0
pay_000906,chk_00906,member_charge,147.28,2026-01-07 09:58:00,0
pay_000907,chk_00907,credit_card,173.19,2026-02-16 13:01:00,0
pay_000908,chk_00908,credit_card,128.44,2026-01-11 09:14:00,0
pay_000909,chk_00909,credit_card,32.63,2026-02-20 16:55:00,1
pay_000910,chk_00910,member_charge,68.38,2026-02-07 19:37:00,0
pay_000911,chk_00911,member_charge,182.85,2025-12-25 12:17:00,1
pay_000912,chk_00912,cash,209.1,2026-03-05 13:59:00,0
pay_000913,chk_00913,cash,111.37,2026-01-20 07:39:00,0
pay_000914,chk_00914,credit_card,147.28,2026-01-07 10:20:00,0
pay_000915,chk_00915,credit_card,173.19,2026-02-15 18:01:00,0
pay_000916,chk_00916,member_charge,77.78,2026-02-02 19:43:00,0
pay_000917,chk_00917,member_charge,116.15,2025-12-21 13:23:00,0
pay_000918,chk_00918,cash,207.39,2026-02-28 15:05:00,0
pay_000919,chk_00919,cash,209.1,2026-02-02 14:21:00,0
pay_000920,chk_00920,cash,112.67,2026-01-20 07:39:00,0
pay_000921,chk_00921,credit_card,140.69,2026-01-07 10:43:00,0
pay_000922,chk_00922,credit_card,43.93,2026-02-15 18:02:00,0
pay_000923,chk_00923,member_charge,80.22,2026-02-02 19:05:00,0
pay_000924,chk_00924,member_charge,196.25,2025-12-21 13:23:00,0
pay_000925,chk_00925,cash,206.31,2026-02-28 15:27:00,0
pay_000926,chk_00926,member_charge,123.98,2026-01-16 07:45:00,0
pay_000927,chk_00927,credit_card,137.65,2026-01-03 11:27:00,0
pay_000928,chk_00928,cash,55.66,2026-02-11 19:09:00,0
pay_000929,chk_00929,member_charge,74.75,2026-01-29 20:50:00,0
pay_000930,chk_00930,credit_card,191.43,2026-03-09 13:31:00,0
pay_000931,chk_00931,cash,23.13,2026-02-24 16:11:00,1
pay_000932,chk_00932,member_charge,135.72,2026-01-11 08:52:00,0
pay_000933,chk_00933,member_charge,81.53,2026-01-03 10:05:00,0
pay_000934,chk_00934,cash,196.25,2025-12-20 13:45:00,0
pay_000935,chk_00935,cash,206.31,2026-01-29 20:27:00,0
pay_000936,chk_00936,member_charge,125.28,2026-01-16 07:46:00,0
pay_000937,chk_00937,credit_card,138.89,2026-02-24 11:49:00,0
pay_000938,chk_00938,cash,55.66,2026-02-11 19:09:00,0
pay_000939,chk_00939,member_charge,74.75,2025-12-29 20:11:00,0
pay_000940,chk_00940,credit_card,192.66,2026-03-09 13:31:00,0
pay_000941,chk_00941,cash,24.42,2026-01-25 16:34:00,0
pay_000942,chk_00942,member_charge,135.72,2026-01-11 08:52:00,0
pay_000943,chk_00943,credit_card,149.15,2026-02-20 11:55:00,0
pay_000944,chk_00944,credit_card,9.41,2026-02-24 16:49:00,0
pay_000945,chk_00945,member_charge,57.42,2026-02-11 18:31:00,1
pay_000946,chk_00946,member_charge,154.25,2025-12-29 11:11:00,0
pay_000947,chk_00947,cash,192.66,2026-03-09 13:53:00,1
pay_000948,chk_00948,cash,24.42,2026-01-24 21:34:00,1
pay_000949,chk_00949,credit_card,135.72,2026-01-11 09:14:00,0
pay_000950,chk_00950,credit_card,149.15,2026-02-20 16:55:00,0
pay_000951,chk_00951,member_charge,67.58,2026-02-06 19:37:00,0
pay_000952,chk_00952,member_charge,104.68,2025-12-25 12:17:00,0
pay_000953,chk_00953,cash,202.54,2026-03-05 13:59:00,0
pay_000954,chk_00954,cash,101.52,2026-01-24 21:34:00,0
pay_000955,chk_00955,credit_card,129.68,2026-01-11 09:37:00,1
pay_000956,chk_00956,credit_card,33.89,2026-02-19 16:56:00,0
pay_000957,chk_00957,member_charge,69.7,2026-02-06 18:59:00,0
pay_000958,chk_00958,member_charge,184.18,2025-12-25 12:17:00,0
pay_000959,chk_00959,cash,210.38,2026-03-04 13:59:00,0
pay_000960,chk_00960,cash,112.67,2026-01-20 07:39:00,0
pay_000961,chk_00961,credit_card,140.69,2026-01-07 10:21:00,0
pay_000962,chk_00962,credit_card,45.18,2026-02-15 18:03:00,0
pay_000963,chk_00963,member_charge,81.53,2026-02-02 19:43:00,0
pay_000964,chk_00964,member_charge,196.25,2025-12-20 13:24:00,0
pay_000965,chk_00965,cash,214.31,2026-02-28 15:05:00,0
pay_000966,chk_00966,member_charge,125.28,2026-01-16 07:46:00,0
pay_000967,chk_00967,credit_card,144.89,2026-01-02 11:27:00,1
pay_000968,chk_00968,member_charge,184.18,2025-12-25 12:18:00,0
pay_000969,chk_00969,cash,210.38,2026-02-02 14:21:00,0
pay_000970,chk_00970,cash,113.96,2026-01-20 07:40:00,0
pay_000971,chk_00971,credit_card,141.93,2026-02-28 10:43:00,0
pay_000972,chk_00972,credit_card,45.54,2026-02-15 18:03:00,0
pay_000973,chk_00973,member_charge,81.53,2026-01-02 19:05:00,1
pay_000974,chk_00974,member_charge,197.58,2025-12-20 13:25:00,0
pay_000975,chk_00975,cash,207.59,2026-01-29 15:28:00,0
pay_000976,chk_00976,member_charge,125.28,2026-01-15 07:46:00,0
pay_000977,chk_00977,credit_card,138.89,2026-02-24 11:49:00,0
pay_000978,chk_00978,cash,56.93,2026-02-11 19:09:00,0
pay_000979,chk_00979,member_charge,76.08,2026-01-28 20:11:00,0
pay_000980,chk_00980,credit_card,192.66,2026-03-09 14:31:00,0
pay_000981,chk_00981,member_charge,45.54,2026-02-15 17:25:00,0
pay_000982,chk_00982,member_charge,81.53,2026-01-02 11:05:00,0
pay_000983,chk_00983,cash,197.58,2025-12-20 13:47:00,0
pay_000984,chk_00984,cash,207.59,2026-01-28 20:28:00,1
pay_000985,chk_00985,credit_card,125.28,2026-01-15 08:08:00,0
pay_000986,chk_00986,credit_card,138.89,2026-02-24 16:49:00,0
pay_000987,chk_00987,member_charge,56.93,2026-02-10 18:31:00,0
pay_000988,chk_00988,member_charge,76.08,2025-12-29 11:11:00,1
pay_000989,chk_00989,cash,192.66,2026-03-09 14:53:00,0
pay_000990,chk_00990,cash,24.42,2026-01-24 21:34:00,0
pay_000991,chk_00991,credit_card,119.8,2026-01-15 08:31:00,1
pay_000992,chk_00992,credit_card,23.66,2026-02-24 16:50:00,0
pay_000993,chk_00993,member_charge,58.73,2026-02-10 18:31:00,0
pay_000994,chk_00994,member_charge,165.58,2025-12-29 11:11:00,0
pay_000995,chk_00995,cash,200.18,2026-03-09 14:53:00,0
pay_000996,chk_00996,cash,101.52,2026-01-24 21:35:00,0
pay_000997,chk_00997,credit_card,129.68,2026-01-11 09:15:00,0
pay_000998,chk_00998,credit_card,35.14,2026-02-19 16:57:00,0
pay_000999,chk_00999,member_charge,71.01,2026-02-06 19:37:00,0
pay_001000,chk_01000,cash,200.18,2026-02-06 15:15:00,0
pay_001001,chk_01001,cash,101.52,2026-01-24 21:35:00,0
pay_001002,chk_01002,credit_card,129.68,2026-03-04 09:37:00,0
pay_001003,chk_01003,credit_card,35.14,2026-02-19 17:57:00,0
pay_001004,chk_01004,member_charge,71.01,2026-01-07 18:59:00,0
pay_001005,chk_01005,member_charge,185.5,2025-12-24 12:19:00,0
pay_001006,chk_01006,cash,211.65,2026-02-02 14:22:00,0
pay_001007,chk_01007,cash,113.96,2026-01-19 07:40:00,0
pay_001008,chk_01008,credit_card,141.93,2026-01-06 10:43:00,0
pay_001009,chk_01009,credit_card,46.81,2026-02-15 18:03:00,0
pay_001010,chk_01010,member_charge,82.85,2026-02-01 19:05:00,0
pay_001011,chk_01011,member_charge,197.58,2025-12-20 13:25:00,0
pay_001012,chk_01012,cash,207.59,2026-02-28 15:06:00,0
pay_001013,chk_01013,member_charge,71.01,2026-01-06 09:59:00,0
pay_001014,chk_01014,credit_card,186.9,2025-12-24 12:41:00,0
pay_001015,chk_01015,cash,211.65,2026-02-02 19:22:00,0
pay_001016,chk_01016,member_charge,113.96,2026-01-19 08:02:00,0
pay_001017,chk_01017,credit_card,141.93,2026-02-28 15:43:00,0
pay_001018,chk_01018,member_charge,46.81,2026-02-15 17:25:00,0
pay_001019,chk_01019,member_charge,82.85,2026-01-02 11:05:00,0
pay_001020,chk_01020,cash,197.58,2025-12-20 13:25:00,0
pay_001021,chk_01021,cash,207.59,2026-01-28 15:28:00,0
pay_001022,chk_01022,member_charge,126.59,2026-01-15 07:47:00,0
pay_001023,chk_01023,credit_card,208.63,2026-02-28 15:44:00,0
pay_001024,chk_01024,member_charge,48.29,2026-02-14 17:25:00,0
pay_001025,chk_01025,member_charge,154.75,2026-01-02 11:06:00,0
pay_001026,chk_01026,cash,188.49,2025-12-20 13:47:00,0
pay_001027,chk_01027,cash,66.24,2026-01-28 20:29:00,0
pay_001028,chk_01028,credit_card,119.8,2026-01-15 08:09:00,0
pay_001029,chk_01029,credit_card,11.9,2026-02-23 16:51:00,0
pay_001030,chk_01030,member_charge,60.03,2026-02-10 18:31:00,0
pay_001031,chk_01031,member_charge,154.58,2025-12-29 11:12:00,0
pay_001032,chk_01032,cash,82.24,2026-01-28 20:29:00,0
pay_001033,chk_01033,credit_card,119.8,2026-03-08 08:31:00,0
pay_001034,chk_01034,credit_card,24.9,2026-02-23 16:51:00,0
pay_001035,chk_01035,member_charge,60.03,2026-01-11 17:53:00,0
pay_001036,chk_01036,member_charge,165.58,2025-12-28 11:13:00,0
pay_001037,chk_01037,cash,200.18,2026-03-08 15:16:00,0
pay_001038,chk_01038,cash,102.8,2026-01-24 21:35:00,0
pay_001039,chk_01039,credit_card,130.91,2026-01-10 09:37:00,1
pay_001040,chk_01040,credit_card,36.4,2026-02-19 17:57:00,0
pay_001041,chk_01041,member_charge,72.33,2026-02-06 19:38:00,0
pay_001042,chk_01042,member_charge,186.9,2025-12-24 12:19:00,0
pay_001043,chk_01043,cash,211.65,2026-03-04 14:00:00,0
pay_001044,chk_01044,cash,115.26,2026-01-19 07:41:00,0
pay_001045,chk_01045,credit_card,166.9,2025-12-28 11:35:00,0
pay_001046,chk_01046,cash,201.45,2026-02-06 20:16:00,0
pay_001047,chk_01047,member_charge,102.8,2026-01-23 21:57:00,0
pay_001048,chk_01048,credit_card,130.91,2026-03-04 14:37:00,0
pay_001049,chk_01049,cash,36.4,2026-02-19 17:57:00,0
pay_001050,chk_01050,member_charge,72.33,2026-01-06 18:59:00,0
pay_001051,chk_01051,member_charge,186.9,2025-12-24 12:19:00,0
pay_001052,chk_01052,cash,211.65,2026-02-01 14:22:00,0
pay_001053,chk_01053,cash,115.26,2026-01-19 07:41:00,0
pay_001054,chk_01054,credit_card,143.18,2026-02-28 10:45:00,0
pay_001055,chk_01055,credit_card,46.81,2026-02-14 18:03:00,0
pay_001056,chk_01056,member_charge,82.85,2026-01-02 20:06:00,0
pay_001057,chk_01057,cash,37.56,2026-02-19 17:19:00,0
pay_001058,chk_01058,member_charge,151.23,2026-01-06 10:00:00,1
pay_001059,chk_01059,credit_card,178.37,2025-12-24 12:41:00,1
pay_001060,chk_01060,cash,80.33,2026-02-01 20:23:00,0
pay_001061,chk_01061,credit_card,118.82,2026-01-19 08:03:00,0
pay_001062,chk_01062,credit_card,217.88,2026-02-27 15:45:00,0
pay_001063,chk_01063,member_charge,48.07,2026-02-14 17:25:00,0
pay_001064,chk_01064,member_charge,84.16,2026-01-02 11:06:00,0
pay_001065,chk_01065,cash,198.92,2025-12-19 13:47:00,0
pay_001066,chk_01066,credit_card,118.82,2025-12-20 08:25:00,0
pay_001067,chk_01067,credit_card,209.88,2026-02-27 15:45:00,0
pay_001068,chk_01068,member_charge,49.59,2026-02-14 16:47:00,0
pay_001069,chk_01069,member_charge,154.75,2026-01-01 11:07:00,0
pay_001070,chk_01070,cash,188.49,2025-12-19 14:10:00,0
pay_001071,chk_01071,cash,83.52,2026-01-28 20:29:00,0
pay_001072,chk_01072,credit_card,121.03,2026-01-14 09:31:00,0
pay_001073,chk_01073,credit_card,24.9,2026-02-23 16:51:00,0
pay_001074,chk_01074,cash,189.75,2026-02-10 19:10:00,0
pay_001075,chk_01075,member_charge,83.52,2026-01-28 20:51:00,1
pay_001076,chk_01076,credit_card,121.03,2026-03-08 14:31:00,0
pay_001077,chk_01077,credit_card,26.15,2026-02-23 16:51:00,0
pay_001078,chk_01078,member_charge,61.34,2026-01-10 17:53:00,0
pay_001079,chk_01079,member_charge,166.9,2025-12-28 11:13:00,0
pay_001080,chk_01080,cash,201.45,2026-02-05 15:17:00,0
pay_001081,chk_01081,cash,104.9,2026-01-23 21:36:00,0
pay_001082,chk_01082,credit_card,132.15,2026-03-04 09:39:00,0
pay_001083,chk_01083,credit_card,36.4,2026-02-18 17:57:00,0
pay_001084,chk_01084,member_charge,72.33,2026-01-06 19:00:00,0
pay_001085,chk_01085,member_charge,188.24,2025-12-24 12:19:00,0
pay_001086,chk_01086,member_charge,138.33,2026-01-10 08:54:00,0
pay_001087,chk_01087,credit_card,158.92,2025-12-28 11:35:00,0
pay_001088,chk_01088,cash,70.13,2026-02-05 20:17:00,0
pay_001089,chk_01089,member_charge,104.9,2026-01-23 21:58:00,0
pay_001090,chk_01090,credit_card,132.15,2026-03-03 14:39:00,0
pay_001091,chk_01091,cash,37.65,2026-02-18 17:19:00,0
pay_001092,chk_01092,member_charge,73.64,2026-01-06 10:00:00,0
pay_001093,chk_01093,credit_card,188.24,2025-12-23 12:41:00,0
pay_001094,chk_01094,cash,212.93,2026-02-01 20:23:00,0
pay_001095,chk_01095,credit_card,116.55,2026-01-19 08:03:00,0
pay_001096,chk_01096,credit_card,144.42,2026-02-27 15:45:00,0
pay_001097,chk_01097,credit_card,206.25,2026-03-03 14:39:00,0
pay_001098,chk_01098,cash,38.85,2026-02-18 16:41:00,0
pay_001099,chk_01099,member_charge,151.23,2026-01-06 10:01:00,0
pay_001100,chk_01100,credit_card,178.37,2025-12-23 13:04:00,0
pay_001101,chk_01101,cash,81.6,2026-02-01 20:23:00,1
pay_001102,chk_01102,credit_card,120.15,2026-01-19 08:03:00,0
pay_001103,chk_01103,credit_card,217.88,2026-02-27 15:45:00,0
pay_001104,chk_01104,member_charge,49.59,2026-02-14 17:26:00,0
pay_001105,chk_01105,cash,81.6,2026-02-01 20:23:00,0
pay_001106,chk_01106,credit_card,120.15,2025-12-19 08:25:00,0
pay_001107,chk_01107,credit_card,219.12,2026-02-27 15:45:00,0
pay_001108,chk_01108,member_charge,50.9,2026-01-14 16:48:00,0
pay_001109,chk_01109,member_charge,156.06,2026-01-01 11:07:00,0
pay_001110,chk_01110,cash,189.75,2026-02-10 14:11:00,0
pay_001111,chk_01111,cash,84.81,2026-01-27 20:30:00,1
pay_001112,chk_01112,credit_card,122.27,2026-03-08 09:33:00,0
pay_001113,chk_01113,credit_card,26.36,2026-02-22 16:51:00,0
pay_001114,chk_01114,member_charge,61.34,2026-01-10 17:54:00,0
pay_001115,chk_01115,member_charge,168.23,2025-12-28 12:13:00,0
pay_001116,chk_01116,credit_card,156.06,2026-01-01 11:29:00,0
pay_001117,chk_01117,cash,191.02,2026-02-09 19:11:00,0
pay_001118,chk_01118,member_charge,84.81,2026-01-27 20:52:00,0
pay_001119,chk_01119,credit_card,122.27,2026-03-08 14:33:00,0
pay_001120,chk_01120,cash,27.61,2026-02-22 16:13:00,0
pay_001121,chk_01121,member_charge,62.64,2026-01-10 08:54:00,0
pay_001122,chk_01122,credit_card,168.23,2025-12-28 12:35:00,0
pay_001123,chk_01123,cash,202.73,2026-02-05 20:17:00,0
pay_001124,chk_01124,member_charge,106.19,2026-01-23 21:58:00,0
pay_001125,chk_01125,credit_card,133.38,2026-03-03 14:39:00,0
pay_001126,chk_01126,cash,28.49,2026-02-22 16:36:00,0
pay_001127,chk_01127,member_charge,139.64,2026-01-10 08:55:00,0
pay_001128,chk_01128,credit_card,152.92,2025-12-27 12:35:00,0
pay_001129,chk_01129,cash,71.4,2026-02-05 20:17:00,0
pay_001130,chk_01130,member_charge,109.47,2026-01-23 21:58:00,0
pay_001131,chk_01131,credit_card,206.25,2026-03-03 14:39:00,0
pay_001132,chk_01132,cash,38.85,2026-02-18 17:20:00,0
pay_001133,chk_01133,member_charge,152.54,2026-01-05 10:01:00,0
pay_001134,chk_01134,credit_card,179.63,2025-12-23 12:42:00,0
pay_001135,chk_01135,cash,81.6,2026-02-01 20:23:00,0
pay_001136,chk_01136,credit_card,120.15,2026-01-18 08:04:00,0
pay_001137,chk_01137,credit_card,219.12,2026-02-27 15:45:00,0
pay_001138,chk_01138,member_charge,49.34,2026-02-13 17:27:00,0
pay_001139,chk_01139,member_charge,85.48,2026-01-01 11:07:00,0
pay_001140,chk_01140,member_charge,109.47,2025-12-23 21:20:00,0
pay_001141,chk_01141,credit_card,207.48,2026-03-03 15:39:00,0
pay_001142,chk_01142,cash,40.15,2026-01-18 16:42:00,0
pay_001143,chk_01143,member_charge,152.54,2026-01-05 10:01:00,0
pay_001144,chk_01144,credit_card,179.63,2026-02-14 13:05:00,0
pay_001145,chk_01145,cash,82.88,2026-01-31 20:24:00,0
pay_001146,chk_01146,credit_card,121.49,2025-12-19 08:27:00,0
pay_001147,chk_01147,credit_card,219.12,2026-02-27 15:45:00,0
pay_001148,chk_01148,member_charge,50.9,2026-02-13 16:48:00,0
pay_001149,chk_01149,member_charge,157.38,2026-01-01 11:07:00,0
pay_001150,chk_01150,cash,191.02,2025-12-19 14:11:00,0
pay_001151,chk_01151,cash,84.81,2026-01-27 20:30:00,0
pay_001152,chk_01152,credit_card,122.27,2026-01-14 09:11:00,0
pay_001153,chk_01153,credit_card,179.63,2026-02-13 18:05:00,0
pay_001154,chk_01154,member_charge,82.88,2026-01-31 20:46:00,0
pay_001155,chk_01155,credit_card,121.49,2025-12-19 13:27:00,1
pay_001156,chk_01156,cash,219.12,2026-02-26 15:07:00,0
pay_001157,chk_01157,member_charge,52.2,2026-01-14 08:48:00,0
pay_001158,chk_01158,credit_card,157.63,2026-01-01 11:29:00,0
pay_001159,chk_01159,cash,191.02,2026-02-09 19:11:00,0
pay_001160,chk_01160,member_charge,86.09,2026-01-27 20:30:00,0
pay_001161,chk_01161,credit_card,123.5,2026-03-07 09:33:00,1
pay_001162,chk_01162,credit_card,27.61,2026-02-22 16:52:00,0
pay_001163,chk_01163,member_charge,129.2,2026-01-14 08:49:00,0
pay_001164,chk_01164,credit_card,143.88,2026-01-01 11:29:00,0
pay_001165,chk_01165,cash,60.72,2026-02-09 19:11:00,0
pay_001166,chk_01166,member_charge,79.05,2026-01-27 20:52:00,0
pay_001167,chk_01167,credit_card,196.37,2026-03-07 14:33:00,0
pay_001168,chk_01168,cash,28.49,2026-02-22 16:14:00,0
pay_001169,chk_01169,member_charge,140.94,2026-01-09 08:55:00,0
pay_001170,chk_01170,credit_card,160.17,2025-12-27 12:36:00,0
pay_001171,chk_01171,cash,71.4,2026-02-05 20:17:00,0
pay_001172,chk_01172,credit_card,197.6,2026-03-07 14:33:00,0
pay_001173,chk_01173,cash,29.79,2026-01-23 16:37:00,0
pay_001174,chk_01174,member_charge,140.94,2026-01-09 08:55:00,0
pay_001175,chk_01175,credit_card,154.17,2026-02-18 12:59:00,1
pay_001176,chk_01176,cash,72.68,2026-02-04 20:18:00,0
pay_001177,chk_01177,member_charge,110.81,2026-01-22 21:21:00,0
pay_001178,chk_01178,credit_card,207.48,2026-03-03 15:39:00,0
pay_001179,chk_01179,cash,40.15,2026-02-17 16:42:00,0
pay_001180,chk_01180,member_charge,153.86,2026-01-05 10:01:00,1
pay_001181,chk_01181,credit_card,180.9,2025-12-23 12:43:00,0
pay_001182,chk_01182,cash,82.88,2026-01-31 20:24:00,0
pay_001183,chk_01183,credit_card,121.49,2026-01-18 08:05:00,1
