Chk#,Sales Area,Member #,Open Time,Close Time,First Fire,Last Fulfilled,Net Amount,Tax,Gratuity,Comp,Discount,Void,Total Due,Settlement Method
chk_00673,outlet_pool_bar,mbr_090,2026-01-10 08:39:00,2026-01-10 09:39:00,2026-01-10 08:51:00,2026-01-10 09:26:00,107,9.1,16.05,0,0,0,132.15,credit_card
chk_00690,outlet_bar_lounge,mbr_092,2026-01-14 08:35:00,2026-01-14 09:09:00,2026-01-14 08:46:00,2026-01-14 08:56:00,98,8.33,21.56,0,0,0,127.89,credit_card
chk_00716,outlet_bar_lounge,mbr_096,2026-01-01 10:23:00,2026-01-01 11:07:00,2026-01-01 10:32:00,2026-01-01 10:52:00,125,10.63,28.75,0,7,0,157.38,member_charge
chk_00866,outlet_halfway_house,mbr_117,2026-01-21 20:31:00,2026-01-21 21:23:00,2026-01-21 20:41:00,2026-01-21 21:11:00,86,7.31,21.5,0,0,0,114.81,member_charge
chk_01007,outlet_bar_lounge,mbr_130,2026-01-19 07:10:00,2026-01-19 07:40:00,2026-01-19 07:20:00,2026-01-19 07:28:00,88,7.48,18.48,0,0,0,113.96,cash
chk_01039,outlet_grill,mbr_133,2026-01-10 08:38:00,2026-01-10 09:37:00,2026-01-10 08:50:00,2026-01-10 09:24:00,106,9.01,15.9,0,0,0,130.91,credit_card
chk_01050,outlet_bar_lounge,mbr_134,2026-01-06 18:19:00,2026-01-06 18:59:00,2026-01-06 18:27:00,2026-01-06 18:45:00,55,4.68,12.65,0,0,0,72.33,member_charge
chk_01056,outlet_grill,mbr_134,2026-01-02 19:23:00,2026-01-02 20:06:00,2026-01-02 19:32:00,2026-01-02 19:51:00,63,5.36,14.49,0,0,0,82.85,member_charge
chk_01142,outlet_main_dining,mbr_143,2026-01-18 16:11:00,2026-01-18 16:42:00,2026-01-18 16:18:00,2026-01-18 16:30:00,31,2.64,6.51,0,0,0,40.15,cash
chk_01191,outlet_main_dining,mbr_147,2026-01-31 19:01:00,2026-01-31 20:24:00,2026-01-31 19:10:00,2026-01-31 20:13:00,65,5.53,12.35,0,0,0,82.88,cash
chk_01236,outlet_halfway_house,mbr_151,2026-01-31 19:24:00,2026-01-31 20:47:00,2026-01-31 19:33:00,2026-01-31 20:36:00,66,5.61,13.2,0,0,0,84.81,member_charge
chk_01253,outlet_grill,mbr_153,2026-01-22 15:08:00,2026-01-22 16:38:00,2026-01-22 15:14:00,2026-01-22 16:26:00,24,2.04,5.04,0,0,0,31.08,cash
chk_01257,outlet_main_dining,mbr_153,2026-01-22 20:30:00,2026-01-22 21:21:00,2026-01-22 20:40:00,2026-01-22 21:16:00,84,7.14,21,0,0,0,112.14,member_charge
chk_01261,outlet_grill,mbr_154,2026-01-22 20:08:00,2026-01-22 21:38:00,2026-01-22 20:14:00,2026-01-22 21:26:00,24,2.04,5.04,0,0,0,31.08,cash
chk_01309,outlet_halfway_house,mbr_159,2026-01-21 20:09:00,2026-01-21 21:39:00,2026-01-21 20:19:00,2026-01-21 21:27:00,85,7.23,17.85,0,0,0,110.08,cash
chk_01321,outlet_halfway_house,mbr_159,2026-01-12 08:15:00,2026-01-12 08:51:00,2026-01-12 08:22:00,2026-01-12 08:38:00,102,8.67,22.44,0,0,0,133.11,member_charge
chk_01375,outlet_grill,mbr_170,2026-01-24 20:28:00,2026-01-24 21:56:00,2026-01-24 20:38:00,2026-01-24 21:44:00,78,6.63,15.6,0,0,0,100.23,member_charge
chk_01574,outlet_halfway_house,mbr_213,2026-01-29 19:25:00,2026-01-29 20:49:00,2026-01-29 19:34:00,2026-01-29 20:38:00,69,5.87,16.56,18,0,0,73.43,member_charge
chk_01640,outlet_grill,mbr_226,2026-01-10 08:38:00,2026-01-10 09:15:00,2026-01-10 08:50:00,2026-01-10 09:02:00,106,9.01,15.9,0,0,0,130.91,credit_card
chk_01652,outlet_pool_bar,mbr_228,2026-01-15 07:13:00,2026-01-15 07:47:00,2026-01-15 07:24:00,2026-01-15 07:34:00,97,8.25,21.34,0,0,0,126.59,member_charge
chk_00246,outlet_grill,mbr_031,2026-01-29 19:03:00,2026-01-29 20:27:00,2026-01-29 19:08:00,2026-01-29 20:16:00,70,5.95,14,9,0,16,64.95,cash
chk_01130,outlet_grill,mbr_142,2026-01-23 20:29:00,2026-01-23 21:58:00,2026-01-23 20:39:00,2026-01-23 21:46:00,82,6.97,20.5,0,0,0,109.47,member_charge
chk_01136,outlet_bar_lounge,mbr_142,2026-01-18 07:33:00,2026-01-18 08:04:00,2026-01-18 07:44:00,2026-01-18 07:52:00,90,7.65,22.5,0,0,0,120.15,credit_card
chk_01792,outlet_pool_bar,mbr_251,2026-01-08 09:40:00,2026-01-08 10:19:00,2026-01-08 09:52:00,2026-01-08 10:05:00,110,9.35,25.3,0,0,0,144.65,credit_card
chk_01797,outlet_grill,mbr_251,2026-01-17 16:12:00,2026-01-17 16:44:00,2026-01-17 16:19:00,2026-01-17 16:32:00,33,2.81,6.93,0,0,0,42.74,cash
chk_01802,outlet_main_dining,mbr_252,2026-01-04 09:43:00,2026-01-04 10:25:00,2026-01-04 09:56:00,2026-01-04 10:11:00,119,10.12,27.37,0,0,0,156.49,credit_card
chk_01804,outlet_bar_lounge,mbr_252,2026-01-30 19:24:00,2026-01-30 20:48:00,2026-01-30 19:33:00,2026-01-30 20:37:00,68,5.78,13.6,0,0,0,87.38,member_charge
chk_01877,outlet_bar_lounge,mbr_269,2026-01-28 19:03:00,2026-01-28 20:28:00,2026-01-28 19:08:00,2026-01-28 20:17:00,70,5.95,14,9,0,0,80.95,cash
chk_00098,outlet_halfway_house,mbr_013,2026-01-13 08:15:00,2026-01-13 08:50:00,2026-01-13 08:26:00,2026-01-13 08:37:00,101,8.59,22.22,0,0,0,131.81,member_charge
chk_00029,outlet_main_dining,mbr_004,2026-01-27 19:26:00,2026-01-27 20:52:00,2026-01-27 19:35:00,2026-01-27 20:41:00,74,6.29,14.8,9,0,0,86.09,member_charge
chk_00033,outlet_pool_bar,mbr_005,2026-01-27 19:26:00,2026-01-27 20:52:00,2026-01-27 19:35:00,2026-01-27 20:41:00,74,6.29,17.76,19,0,0,79.05,member_charge
chk_00036,outlet_grill,mbr_005,2026-01-09 08:17:00,2026-01-09 08:55:00,2026-01-09 08:25:00,2026-01-09 08:41:00,108,9.18,23.76,0,0,0,140.94,member_charge
chk_00037,outlet_main_dining,mbr_006,2026-01-22 15:08:00,2026-01-22 16:37:00,2026-01-22 15:14:00,2026-01-22 16:25:00,23,1.96,4.83,0,0,0,29.79,cash
chk_00038,outlet_halfway_house,mbr_006,2026-01-09 08:17:00,2026-01-09 08:55:00,2026-01-09 08:29:00,2026-01-09 08:41:00,108,9.18,23.76,0,0,0,140.94,member_charge
chk_00044,outlet_bar_lounge,mbr_006,2026-01-05 09:20:00,2026-01-05 10:01:00,2026-01-05 09:32:00,2026-01-05 09:47:00,117,9.95,26.91,0,0,0,153.86,member_charge
chk_00046,outlet_halfway_house,mbr_006,2026-01-31 19:01:00,2026-01-31 20:24:00,2026-01-31 19:10:00,2026-01-31 20:13:00,65,5.53,12.35,0,0,0,82.88,cash
chk_00049,outlet_main_dining,mbr_007,2026-01-18 07:11:00,2026-01-18 07:42:00,2026-01-18 07:18:00,2026-01-18 07:30:00,32,2.72,6.72,0,0,0,41.44,cash
chk_00050,outlet_grill,mbr_007,2026-01-05 09:42:00,2026-01-05 10:23:00,2026-01-05 09:54:00,2026-01-05 10:09:00,117,9.95,26.91,0,0,0,153.86,credit_card
chk_00052,outlet_halfway_house,mbr_007,2026-01-31 19:23:00,2026-01-31 20:46:00,2026-01-31 19:32:00,2026-01-31 20:35:00,66,5.61,13.2,0,0,0,84.81,member_charge
chk_00056,outlet_bar_lounge,mbr_008,2026-01-31 19:24:00,2026-01-31 20:47:00,2026-01-31 19:33:00,2026-01-31 20:36:00,66,5.61,15.84,0,0,0,87.45,member_charge
chk_00059,outlet_grill,mbr_008,2026-01-13 08:14:00,2026-01-13 08:49:00,2026-01-13 08:21:00,2026-01-13 08:36:00,100,8.5,22,0,0,0,130.5,member_charge
chk_00062,outlet_main_dining,mbr_009,2026-01-13 08:14:00,2026-01-13 08:49:00,2026-01-13 08:25:00,2026-01-13 08:36:00,100,8.5,22,0,0,0,130.5,member_charge
chk_00065,outlet_grill,mbr_009,2026-01-26 20:27:00,2026-01-26 21:15:00,2026-01-26 20:37:00,2026-01-26 21:00:00,75,6.38,18,19,0,0,80.38,member_charge
chk_00068,outlet_main_dining,mbr_009,2026-01-09 08:17:00,2026-01-09 08:55:00,2026-01-09 08:29:00,2026-01-09 08:41:00,109,9.27,23.98,0,0,0,142.25,member_charge
chk_00071,outlet_main_dining,mbr_009,2026-01-22 20:30:00,2026-01-22 22:00:00,2026-01-22 20:40:00,2026-01-22 21:48:00,83,7.06,20.75,0,0,0,110.81,member_charge
chk_00073,outlet_bar_lounge,mbr_010,2026-01-22 20:08:00,2026-01-22 21:37:00,2026-01-22 20:14:00,2026-01-22 21:25:00,24,2.04,5.04,0,0,0,31.08,cash
chk_00074,outlet_bar_lounge,mbr_010,2026-01-09 08:39:00,2026-01-09 09:17:00,2026-01-09 08:51:00,2026-01-09 09:03:00,109,9.27,23.98,0,0,0,142.25,credit_card
chk_00083,outlet_halfway_house,mbr_011,2026-01-18 07:11:00,2026-01-18 07:43:00,2026-01-18 07:18:00,2026-01-18 07:31:00,92,7.82,19.32,0,0,0,119.14,cash
chk_00086,outlet_halfway_house,mbr_011,2026-01-30 19:24:00,2026-01-30 20:47:00,2026-01-30 19:33:00,2026-01-30 20:36:00,66,5.61,13.2,0,0,0,84.81,member_charge
chk_00087,outlet_bar_lounge,mbr_012,2026-01-04 09:43:00,2026-01-04 10:47:00,2026-01-04 09:55:00,2026-01-04 10:40:00,118,10.03,18.88,0,0,0,146.91,credit_card
chk_00089,outlet_halfway_house,mbr_012,2026-01-30 19:24:00,2026-01-30 20:09:00,2026-01-30 19:33:00,2026-01-30 19:54:00,67,5.7,16.08,0,0,0,88.78,member_charge
chk_00092,outlet_grill,mbr_012,2026-01-13 08:14:00,2026-01-13 08:49:00,2026-01-13 08:21:00,2026-01-13 08:36:00,101,8.59,22.22,0,0,0,131.81,member_charge
chk_00001,outlet_bar_lounge,mbr_001,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,47,4,8.46,0,0,0,59.46,cash
chk_00095,outlet_pool_bar,mbr_012,2026-01-26 20:27:00,2026-01-26 21:54:00,2026-01-26 20:37:00,2026-01-26 21:43:00,75,6.38,18,19,0,0,80.38,member_charge
chk_00103,outlet_bar_lounge,mbr_013,2026-01-22 15:08:00,2026-01-22 16:38:00,2026-01-22 15:14:00,2026-01-22 16:26:00,24,2.04,5.04,0,0,0,31.08,cash
chk_00104,outlet_halfway_house,mbr_013,2026-01-09 09:18:00,2026-01-09 09:56:00,2026-01-09 09:30:00,2026-01-09 09:42:00,110,9.35,24.2,0,0,0,143.55,member_charge
chk_00108,outlet_grill,mbr_014,2026-01-22 20:08:00,2026-01-22 21:38:00,2026-01-22 20:14:00,2026-01-22 21:26:00,24,2.04,5.04,0,0,0,31.08,cash
chk_00109,outlet_grill,mbr_014,2026-01-08 09:40:00,2026-01-08 10:18:00,2026-01-08 09:52:00,2026-01-08 10:04:00,110,9.35,24.2,0,0,0,143.55,credit_card
chk_00117,outlet_bar_lounge,mbr_015,2026-01-17 07:11:00,2026-01-17 07:43:00,2026-01-17 07:18:00,2026-01-17 07:31:00,93,7.91,19.53,0,0,0,120.44,cash
chk_00118,outlet_grill,mbr_015,2026-01-04 09:43:00,2026-01-04 10:25:00,2026-01-04 09:55:00,2026-01-04 10:11:00,119,10.12,19.04,0,0,0,148.16,credit_card
chk_00146,outlet_grill,mbr_019,2026-01-17 07:12:00,2026-01-17 07:44:00,2026-01-17 07:23:00,2026-01-17 07:31:00,93,7.91,19.53,0,0,0,120.44,cash
chk_00147,outlet_halfway_house,mbr_019,2026-01-03 09:43:00,2026-01-03 10:47:00,2026-01-03 09:56:00,2026-01-03 10:40:00,119,10.12,19.04,0,0,0,148.16,credit_card
chk_00149,outlet_main_dining,mbr_019,2026-01-30 19:24:00,2026-01-30 20:09:00,2026-01-30 19:33:00,2026-01-30 19:58:00,68,5.78,16.32,0,0,0,90.1,member_charge
chk_00150,outlet_halfway_house,mbr_020,2026-01-30 19:02:00,2026-01-30 20:26:00,2026-01-30 19:07:00,2026-01-30 20:15:00,171,14.54,34.2,0,0,0,219.74,cash
chk_00156,outlet_halfway_house,mbr_020,2026-01-25 15:05:00,2026-01-25 16:32:00,2026-01-25 15:11:00,2026-01-25 16:21:00,180,15.3,36,0,0,0,231.3,cash
chk_00157,outlet_bar_lounge,mbr_020,2026-01-12 08:15:00,2026-01-12 08:51:00,2026-01-12 08:26:00,2026-01-12 08:38:00,102,8.67,22.44,0,0,0,133.11,member_charge
chk_00160,outlet_main_dining,mbr_021,2026-01-25 20:06:00,2026-01-25 21:33:00,2026-01-25 20:12:00,2026-01-25 21:22:00,77,6.55,15.4,10,0,0,88.95,cash
chk_00161,outlet_grill,mbr_021,2026-01-12 08:37:00,2026-01-12 09:13:00,2026-01-12 08:48:00,2026-01-12 09:00:00,103,8.76,15.45,0,0,0,127.21,credit_card
chk_00168,outlet_grill,mbr_022,2026-01-21 20:09:00,2026-01-21 21:39:00,2026-01-21 20:19:00,2026-01-21 21:27:00,85,7.23,17.85,0,0,0,110.08,cash
chk_00174,outlet_halfway_house,mbr_023,2026-01-21 20:31:00,2026-01-21 22:01:00,2026-01-21 20:41:00,2026-01-21 21:49:00,86,7.31,18.06,0,0,0,111.37,member_charge
chk_00179,outlet_bar_lounge,mbr_023,2026-01-30 14:02:00,2026-01-30 15:26:00,2026-01-30 14:07:00,2026-01-30 15:15:00,172,14.62,34.4,0,0,0,221.02,cash
chk_00180,outlet_main_dining,mbr_023,2026-01-16 07:12:00,2026-01-16 07:45:00,2026-01-16 07:23:00,2026-01-16 07:32:00,94,7.99,19.74,0,0,0,121.73,member_charge
chk_00184,outlet_main_dining,mbr_024,2026-01-16 07:34:00,2026-01-16 08:07:00,2026-01-16 07:45:00,2026-01-16 07:54:00,95,8.08,23.75,0,0,0,126.83,credit_card
chk_00191,outlet_halfway_house,mbr_025,2026-01-25 20:06:00,2026-01-25 21:33:00,2026-01-25 20:16:00,2026-01-25 21:22:00,77,6.55,15.4,0,0,0,98.95,cash
chk_00192,outlet_grill,mbr_025,2026-01-12 08:37:00,2026-01-12 09:35:00,2026-01-12 08:48:00,2026-01-12 09:22:00,103,8.76,15.45,0,0,0,127.21,credit_card
chk_00197,outlet_halfway_house,mbr_025,2026-01-21 20:09:00,2026-01-21 20:39:00,2026-01-21 20:15:00,2026-01-21 20:27:00,86,7.31,18.06,0,0,0,111.37,cash
chk_00200,outlet_pool_bar,mbr_026,2026-01-07 18:18:00,2026-01-07 18:57:00,2026-01-07 18:26:00,2026-01-07 18:43:00,52,4.42,11.96,0,0,0,68.38,member_charge
chk_00203,outlet_halfway_house,mbr_026,2026-01-20 07:09:00,2026-01-20 07:39:00,2026-01-20 07:19:00,2026-01-20 07:27:00,86,7.31,18.06,0,0,0,111.37,cash
chk_00207,outlet_halfway_house,mbr_027,2026-01-20 07:31:00,2026-01-20 08:01:00,2026-01-20 07:41:00,2026-01-20 07:49:00,86,7.31,18.06,0,0,0,111.37,member_charge
chk_00210,outlet_main_dining,mbr_027,2026-01-03 09:22:00,2026-01-03 10:04:00,2026-01-03 09:31:00,2026-01-03 09:50:00,61,5.19,14.03,0,0,0,80.22,member_charge
chk_00212,outlet_halfway_house,mbr_027,2026-01-29 19:03:00,2026-01-29 20:27:00,2026-01-29 19:08:00,2026-01-29 20:16:00,173,14.71,34.6,0,0,16,206.31,cash
chk_00213,outlet_pool_bar,mbr_028,2026-01-03 09:22:00,2026-01-03 10:05:00,2026-01-03 09:35:00,2026-01-03 09:51:00,121,10.29,27.83,0,7,0,152.12,member_charge
chk_00215,outlet_bar_lounge,mbr_028,2026-01-29 19:03:00,2026-01-29 20:27:00,2026-01-29 19:08:00,2026-01-29 20:16:00,69,5.87,13.8,9,0,0,79.67,cash
chk_00216,outlet_pool_bar,mbr_028,2026-01-16 07:34:00,2026-01-16 08:07:00,2026-01-16 07:45:00,2026-01-16 07:54:00,95,8.08,14.25,0,0,0,117.33,credit_card
chk_00221,outlet_main_dining,mbr_028,2026-01-25 20:06:00,2026-01-25 21:34:00,2026-01-25 20:12:00,2026-01-25 21:23:00,78,6.63,15.6,0,0,0,100.23,cash
chk_00222,outlet_main_dining,mbr_028,2026-01-11 08:38:00,2026-01-11 09:14:00,2026-01-11 08:49:00,2026-01-11 09:01:00,104,8.84,15.6,0,0,0,128.44,credit_card
chk_00247,outlet_pool_bar,mbr_031,2026-01-16 07:35:00,2026-01-16 08:08:00,2026-01-16 07:46:00,2026-01-16 07:55:00,96,8.16,14.4,0,0,0,118.56,credit_card
chk_00252,outlet_main_dining,mbr_032,2026-01-29 19:03:00,2026-01-29 20:28:00,2026-01-29 19:12:00,2026-01-29 20:17:00,70,5.95,14,9,0,0,80.95,cash
chk_00260,outlet_grill,mbr_033,2026-01-11 08:16:00,2026-01-11 08:52:00,2026-01-11 08:24:00,2026-01-11 08:39:00,45,3.83,9.9,0,0,0,58.73,member_charge
chk_00263,outlet_bar_lounge,mbr_033,2026-01-24 20:06:00,2026-01-24 21:34:00,2026-01-24 20:16:00,2026-01-24 21:22:00,79,6.72,15.8,0,0,0,101.52,member_charge
chk_00269,outlet_pool_bar,mbr_034,2026-01-07 09:19:00,2026-01-07 09:59:00,2026-01-07 09:27:00,2026-01-07 09:45:00,113,9.61,25.99,0,0,0,148.6,member_charge
chk_00728,outlet_halfway_house,mbr_098,2026-01-22 20:08:00,2026-01-22 21:37:00,2026-01-22 20:18:00,2026-01-22 21:25:00,82,6.97,17.22,0,0,0,106.19,member_charge
chk_00731,outlet_bar_lounge,mbr_098,2026-01-05 18:20:00,2026-01-05 19:01:00,2026-01-05 18:28:00,2026-01-05 18:47:00,57,4.85,13.11,0,0,0,74.96,member_charge
chk_00735,outlet_grill,mbr_099,2026-01-05 09:20:00,2026-01-05 10:01:00,2026-01-05 09:28:00,2026-01-05 09:47:00,117,9.95,26.91,0,0,0,153.86,member_charge
chk_00737,outlet_halfway_house,mbr_099,2026-01-31 19:01:00,2026-01-31 20:24:00,2026-01-31 19:06:00,2026-01-31 20:13:00,65,5.53,12.35,0,0,0,82.88,cash
chk_00738,outlet_bar_lounge,mbr_099,2026-01-18 07:33:00,2026-01-18 08:04:00,2026-01-18 07:44:00,2026-01-18 07:52:00,91,7.74,19.11,0,0,0,117.85,credit_card
chk_00725,outlet_pool_bar,mbr_098,2026-01-09 08:17:00,2026-01-09 08:55:00,2026-01-09 08:25:00,2026-01-09 08:42:00,48,4.08,10.56,0,0,0,62.64,member_charge
chk_00740,outlet_grill,mbr_100,2026-01-31 19:01:00,2026-01-31 20:24:00,2026-01-31 19:10:00,2026-01-31 20:13:00,65,5.53,12.35,0,0,0,82.88,cash
chk_00271,outlet_bar_lounge,mbr_035,2026-01-07 09:19:00,2026-01-07 09:59:00,2026-01-07 09:31:00,2026-01-07 09:45:00,113,9.61,25.99,0,0,0,148.6,member_charge
chk_00274,outlet_grill,mbr_035,2026-01-19 07:32:00,2026-01-19 08:25:00,2026-01-19 07:42:00,2026-01-19 08:20:00,88,7.48,22,0,0,0,117.48,member_charge
chk_00277,outlet_bar_lounge,mbr_035,2026-01-02 10:22:00,2026-01-02 11:05:00,2026-01-02 10:31:00,2026-01-02 10:51:00,122,10.37,28.06,0,7,0,153.43,member_charge
chk_00279,outlet_grill,mbr_035,2026-01-28 19:03:00,2026-01-28 20:28:00,2026-01-28 19:08:00,2026-01-28 20:17:00,71,6.04,14.2,9,0,0,82.24,cash
chk_00281,outlet_bar_lounge,mbr_036,2026-01-15 07:13:00,2026-01-15 07:46:00,2026-01-15 07:20:00,2026-01-15 07:33:00,37,3.15,8.14,0,0,0,48.29,member_charge
chk_00282,outlet_bar_lounge,mbr_036,2026-01-02 10:22:00,2026-01-02 11:05:00,2026-01-02 10:35:00,2026-01-02 10:51:00,122,10.37,28.06,0,7,0,153.43,credit_card
chk_00284,outlet_main_dining,mbr_036,2026-01-28 19:03:00,2026-01-28 20:28:00,2026-01-28 19:12:00,2026-01-28 20:17:00,71,6.04,14.2,9,0,0,82.24,cash
chk_00287,outlet_halfway_house,mbr_036,2026-01-11 17:16:00,2026-01-11 17:53:00,2026-01-11 17:24:00,2026-01-11 17:40:00,45,3.83,9.9,0,0,0,58.73,member_charge
chk_00291,outlet_grill,mbr_037,2026-01-11 08:16:00,2026-01-11 08:53:00,2026-01-11 08:24:00,2026-01-11 08:40:00,105,8.93,23.1,0,0,0,137.03,member_charge
chk_00741,outlet_grill,mbr_100,2026-01-18 07:33:00,2026-01-18 08:27:00,2026-01-18 07:44:00,2026-01-18 08:22:00,91,7.74,22.75,0,0,0,121.49,credit_card
chk_00747,outlet_grill,mbr_101,2026-01-27 19:05:00,2026-01-27 20:31:00,2026-01-27 19:14:00,2026-01-27 20:20:00,74,6.29,14.8,9,0,0,86.09,cash
chk_00296,outlet_bar_lounge,mbr_038,2026-01-24 20:29:00,2026-01-24 21:19:00,2026-01-24 20:39:00,2026-01-24 21:07:00,80,6.8,19.2,0,0,0,106,member_charge
chk_00299,outlet_bar_lounge,mbr_038,2026-01-06 09:19:00,2026-01-06 09:59:00,2026-01-06 09:27:00,2026-01-06 09:45:00,114,9.69,26.22,0,0,0,149.91,member_charge
chk_00751,outlet_grill,mbr_102,2026-01-09 08:17:00,2026-01-09 08:55:00,2026-01-09 08:25:00,2026-01-09 08:41:00,108,9.18,23.76,0,0,0,140.94,member_charge
chk_00302,outlet_pool_bar,mbr_038,2026-01-19 07:32:00,2026-01-19 08:03:00,2026-01-19 07:42:00,2026-01-19 07:51:00,89,7.57,22.25,0,0,0,118.82,member_charge
chk_00303,outlet_main_dining,mbr_039,2026-01-19 16:10:00,2026-01-19 16:40:00,2026-01-19 16:16:00,2026-01-19 16:28:00,29,2.47,6.09,0,0,0,37.56,cash
chk_00304,outlet_pool_bar,mbr_039,2026-01-06 09:19:00,2026-01-06 09:59:00,2026-01-06 09:31:00,2026-01-06 09:45:00,114,9.69,26.22,0,0,0,149.91,member_charge
chk_00310,outlet_grill,mbr_039,2026-01-02 10:23:00,2026-01-02 11:06:00,2026-01-02 10:36:00,2026-01-02 10:51:00,123,10.46,28.29,0,7,0,154.75,member_charge
chk_00314,outlet_halfway_house,mbr_040,2026-01-02 10:45:00,2026-01-02 11:28:00,2026-01-02 10:58:00,2026-01-02 11:13:00,123,10.46,28.29,0,7,0,154.75,credit_card
chk_00318,outlet_bar_lounge,mbr_041,2026-01-28 19:26:00,2026-01-28 20:51:00,2026-01-28 19:35:00,2026-01-28 20:40:00,72,6.12,17.28,19,0,0,76.4,member_charge
chk_00321,outlet_halfway_house,mbr_041,2026-01-10 08:16:00,2026-01-10 08:53:00,2026-01-10 08:24:00,2026-01-10 08:40:00,106,9.01,23.32,0,0,0,138.33,member_charge
chk_00754,outlet_halfway_house,mbr_102,2026-01-22 20:30:00,2026-01-22 21:59:00,2026-01-22 20:40:00,2026-01-22 21:47:00,83,7.06,17.43,0,0,0,107.49,member_charge
chk_00760,outlet_grill,mbr_103,2026-01-05 09:21:00,2026-01-05 10:02:00,2026-01-05 09:29:00,2026-01-05 09:48:00,117,9.95,26.91,0,0,0,153.86,member_charge
chk_00763,outlet_pool_bar,mbr_104,2026-01-31 19:02:00,2026-01-31 20:25:00,2026-01-31 19:11:00,2026-01-31 20:14:00,66,5.61,13.2,0,0,0,84.81,cash
chk_00757,outlet_main_dining,mbr_103,2026-01-22 20:30:00,2026-01-22 21:21:00,2026-01-22 20:40:00,2026-01-22 21:09:00,83,7.06,20.75,0,0,0,110.81,member_charge
chk_00779,outlet_grill,mbr_106,2026-01-22 20:30:00,2026-01-22 22:00:00,2026-01-22 20:40:00,2026-01-22 21:48:00,84,7.14,21,0,0,0,112.14,member_charge
chk_00790,outlet_bar_lounge,mbr_108,2026-01-30 19:24:00,2026-01-30 20:47:00,2026-01-30 19:33:00,2026-01-30 20:36:00,67,5.7,13.4,0,0,0,86.1,member_charge
chk_00766,outlet_bar_lounge,mbr_104,2026-01-13 17:14:00,2026-01-13 17:49:00,2026-01-13 17:21:00,2026-01-13 17:36:00,41,3.49,9.02,0,0,0,53.51,member_charge
chk_00767,outlet_pool_bar,mbr_105,2026-01-13 08:14:00,2026-01-13 08:49:00,2026-01-13 08:21:00,2026-01-13 08:36:00,41,3.49,9.02,0,0,0,53.51,member_charge
chk_00770,outlet_pool_bar,mbr_105,2026-01-26 20:27:00,2026-01-26 21:53:00,2026-01-26 20:37:00,2026-01-26 21:42:00,75,6.38,15,10,0,0,86.38,member_charge
chk_00773,outlet_bar_lounge,mbr_105,2026-01-09 08:18:00,2026-01-09 08:56:00,2026-01-09 08:26:00,2026-01-09 08:42:00,50,4.25,11,0,0,0,65.25,member_charge
chk_00776,outlet_halfway_house,mbr_106,2026-01-09 08:18:00,2026-01-09 08:56:00,2026-01-09 08:26:00,2026-01-09 08:42:00,109,9.27,23.98,0,0,0,142.25,member_charge
chk_00783,outlet_halfway_house,mbr_107,2026-01-17 16:11:00,2026-01-17 16:43:00,2026-01-17 16:18:00,2026-01-17 16:31:00,33,2.81,6.93,0,0,0,42.74,cash
chk_00784,outlet_main_dining,mbr_107,2026-01-04 09:21:00,2026-01-04 10:03:00,2026-01-04 09:33:00,2026-01-04 09:49:00,118,10.03,27.14,0,0,0,155.17,member_charge
chk_00786,outlet_grill,mbr_107,2026-01-30 19:02:00,2026-01-30 20:25:00,2026-01-30 19:11:00,2026-01-30 20:14:00,67,5.7,13.4,0,0,0,86.1,cash
chk_00787,outlet_pool_bar,mbr_107,2026-01-17 07:33:00,2026-01-17 08:27:00,2026-01-17 07:44:00,2026-01-17 08:22:00,93,7.91,23.25,0,0,0,124.16,credit_card
chk_00788,outlet_bar_lounge,mbr_108,2026-01-04 09:43:00,2026-01-04 10:25:00,2026-01-04 09:55:00,2026-01-04 10:11:00,118,10.03,27.14,0,0,0,155.17,credit_card
chk_00793,outlet_bar_lounge,mbr_108,2026-01-13 08:15:00,2026-01-13 08:50:00,2026-01-13 08:22:00,2026-01-13 08:37:00,41,3.49,9.02,0,0,0,53.51,member_charge
chk_00817,outlet_bar_lounge,mbr_111,2026-01-30 19:02:00,2026-01-30 20:26:00,2026-01-30 19:11:00,2026-01-30 20:15:00,67,5.7,13.4,0,0,0,86.1,cash
chk_00826,outlet_pool_bar,mbr_113,2026-01-12 08:15:00,2026-01-12 08:51:00,2026-01-12 08:26:00,2026-01-12 08:38:00,102,8.67,22.44,0,0,0,133.11,member_charge
chk_00818,outlet_grill,mbr_112,2026-01-17 07:12:00,2026-01-17 07:44:00,2026-01-17 07:19:00,2026-01-17 07:31:00,93,7.91,19.53,0,0,0,120.44,cash
chk_00844,outlet_pool_bar,mbr_115,2026-01-03 09:43:00,2026-01-03 10:25:00,2026-01-03 09:56:00,2026-01-03 10:11:00,120,10.2,27.6,0,0,0,157.8,credit_card
chk_00819,outlet_grill,mbr_112,2026-01-04 09:43:00,2026-01-04 10:25:00,2026-01-04 09:56:00,2026-01-04 10:11:00,119,10.12,19.04,0,0,0,148.16,credit_card
chk_00847,outlet_pool_bar,mbr_116,2026-01-03 09:43:00,2026-01-03 10:25:00,2026-01-03 09:56:00,2026-01-03 10:11:00,120,10.2,19.2,0,0,0,149.4,credit_card
