Registration ID,Event Number,Client Code,Status,Guest Count,Fee Paid,Registration Date,Check-In Time
reg_0594,evt_007,mbr_108,registered,0,38,2026-01-06 00:00:00,
reg_0595,evt_009,mbr_108,attended,3,14,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0596,evt_010,mbr_108,attended,3,26,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0597,evt_015,mbr_108,attended,3,18,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0598,evt_001,mbr_109,attended,3,26,2026-02-07 00:00:00,2026-02-15 10:00:00
reg_0599,evt_006,mbr_109,attended,3,18,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0600,evt_007,mbr_109,attended,3,30,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0601,evt_012,mbr_109,attended,3,22,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0602,evt_013,mbr_109,registered,0,34,2026-01-06 00:00:00,
reg_0603,evt_003,mbr_110,attended,3,22,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0604,evt_004,mbr_110,registered,0,34,2026-01-02 00:00:00,
reg_0605,evt_009,mbr_110,attended,3,26,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0606,evt_010,mbr_110,registered,0,38,2026-01-06 00:00:00,
reg_0607,evt_012,mbr_110,attended,3,14,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0608,evt_015,mbr_110,attended,3,30,2026-01-24 00:00:00,2026-02-01 10:00:00
reg_0609,evt_001,mbr_111,attended,1,66,2026-02-14 00:00:00,2026-02-15 10:00:00
reg_0610,evt_003,mbr_111,attended,0,42,2026-02-22 00:00:00,2026-03-04 10:00:00
reg_0611,evt_006,mbr_111,attended,3,30,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0612,evt_009,mbr_111,attended,3,19,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0613,evt_012,mbr_111,registered,0,34,2026-01-24 00:00:00,
reg_0614,evt_015,mbr_111,attended,3,22,2026-01-25 00:00:00,2026-02-01 10:00:00
reg_0615,evt_002,mbr_112,attended,3,22,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0616,evt_003,mbr_112,registered,0,34,2026-02-23 00:00:00,
reg_0617,evt_006,mbr_112,attended,0,50,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0618,evt_009,mbr_112,registered,0,38,2026-01-23 00:00:00,
reg_0619,evt_011,mbr_112,attended,3,14,2026-02-14 00:00:00,2026-02-19 10:00:00
reg_0620,evt_012,mbr_112,attended,1,27,2026-01-20 00:00:00,2026-02-02 10:00:00
reg_0621,evt_002,mbr_113,attended,3,15,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0622,evt_005,mbr_113,attended,3,30,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0623,evt_008,mbr_113,attended,3,19,2025-12-23 00:00:00,2025-12-29 10:00:00
reg_0624,evt_011,mbr_113,registered,0,34,2026-02-10 00:00:00,
reg_0625,evt_014,mbr_113,attended,3,23,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0626,evt_015,mbr_113,registered,1,62,2026-01-18 00:00:00,
reg_0627,evt_002,mbr_114,registered,0,35,2025-12-21 00:00:00,
reg_0628,evt_005,mbr_114,attended,3,23,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0629,evt_008,mbr_114,registered,0,39,2025-12-19 00:00:00,
reg_0630,evt_010,mbr_114,attended,3,15,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0631,evt_011,mbr_114,attended,3,27,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0632,evt_001,mbr_115,attended,3,15,2026-02-10 00:00:00,2026-02-15 10:00:00
reg_0633,evt_002,mbr_115,attended,3,27,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0634,evt_007,mbr_115,attended,3,19,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0635,evt_008,mbr_115,attended,3,31,2025-12-21 00:00:00,2025-12-29 10:00:00
reg_0636,evt_013,mbr_115,attended,3,23,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0637,evt_014,mbr_115,registered,0,35,2026-02-10 00:00:00,
reg_0638,evt_002,mbr_116,attended,0,47,2025-12-19 00:00:00,2025-12-30 10:00:00
reg_0639,evt_003,mbr_116,attended,1,59,2026-02-27 00:00:00,2026-03-04 10:00:00
reg_0640,evt_004,mbr_116,attended,3,23,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0641,evt_005,mbr_116,registered,0,35,2025-12-21 00:00:00,
reg_0642,evt_007,mbr_116,attended,2,11,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0643,evt_008,mbr_116,attended,0,51,2025-12-17 00:00:00,2025-12-29 10:00:00
reg_0644,evt_009,mbr_116,attended,1,63,2026-01-19 00:00:00,2026-02-02 10:00:00
reg_0645,evt_010,mbr_116,attended,3,27,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0646,evt_011,mbr_116,registered,0,39,2026-02-09 00:00:00,
reg_0647,evt_013,mbr_116,attended,3,15,2026-01-10 00:00:00,2026-01-15 10:00:00
reg_0648,evt_014,mbr_116,attended,1,55,2026-02-06 00:00:00,2026-02-19 10:00:00
reg_0649,evt_001,mbr_t07,attended,3,27,2026-02-07 00:00:00,2026-02-15 10:00:00
reg_0650,evt_002,mbr_t07,attended,1,67,2025-12-29 00:00:00,2025-12-30 10:00:00
reg_0651,evt_004,mbr_t07,attended,0,43,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0652,evt_005,mbr_t07,attended,1,55,2025-12-17 00:00:00,2025-12-30 10:00:00
reg_0653,evt_007,mbr_t07,attended,3,31,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0654,evt_008,mbr_t07,registered,0,43,2025-12-27 00:00:00,
reg_0655,evt_010,mbr_t07,attended,3,19,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0656,evt_011,mbr_t07,attended,1,59,2026-02-05 00:00:00,2026-02-19 10:00:00
reg_0657,evt_013,mbr_t07,registered,0,35,2026-01-06 00:00:00,
reg_0658,evt_014,mbr_t07,attended,0,47,2026-02-08 00:00:00,2026-02-19 10:00:00
reg_0659,evt_015,mbr_t07,attended,2,11,2026-01-27 00:00:00,2026-02-01 10:00:00
reg_0660,evt_001,mbr_118,attended,0,47,2026-02-04 00:00:00,2026-02-15 10:00:00
reg_0661,evt_002,mbr_118,attended,1,59,2025-12-16 00:00:00,2025-12-30 10:00:00
reg_0662,evt_003,mbr_118,attended,3,23,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0663,evt_004,mbr_118,registered,0,35,2026-01-07 00:00:00,
reg_0664,evt_006,mbr_118,attended,2,11,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0665,evt_007,mbr_118,attended,1,51,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0738,evt_002,mbr_125,registered,0,40,2025-12-20 00:00:00,
reg_0666,evt_008,mbr_118,attended,1,63,2025-12-15 00:00:00,2025-12-29 10:00:00
reg_0667,evt_010,mbr_118,registered,0,39,2026-01-06 00:00:00,
reg_0668,evt_011,mbr_118,attended,2,3,2026-02-16 00:00:00,2026-02-19 10:00:00
reg_0669,evt_012,mbr_118,attended,3,15,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0670,evt_013,mbr_118,attended,1,27,2026-01-02 00:00:00,2026-01-15 10:00:00
reg_0671,evt_001,mbr_119,registered,0,39,2026-02-05 00:00:00,
reg_0672,evt_003,mbr_119,attended,3,15,2026-02-27 00:00:00,2026-03-04 10:00:00
reg_0673,evt_004,mbr_119,attended,1,55,2026-01-03 00:00:00,2026-01-16 10:00:00
reg_0674,evt_006,mbr_119,attended,3,31,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0675,evt_007,mbr_119,attended,0,43,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0676,evt_009,mbr_119,attended,3,19,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0677,evt_010,mbr_119,attended,1,59,2026-01-02 00:00:00,2026-01-16 10:00:00
reg_0678,evt_013,mbr_119,attended,0,47,2026-01-04 00:00:00,2026-01-15 10:00:00
reg_0679,evt_014,mbr_119,attended,2,11,2026-02-14 00:00:00,2026-02-19 10:00:00
reg_0680,evt_015,mbr_119,attended,3,23,2026-01-25 00:00:00,2026-02-01 10:00:00
reg_0681,evt_001,mbr_120,attended,1,59,2026-02-01 00:00:00,2026-02-15 10:00:00
reg_0682,evt_003,mbr_120,registered,0,35,2026-02-23 00:00:00,
reg_0683,evt_004,mbr_120,attended,0,47,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0684,evt_005,mbr_120,attended,2,11,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0685,evt_006,mbr_120,attended,3,23,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0686,evt_007,mbr_120,attended,1,63,2026-01-02 00:00:00,2026-01-16 10:00:00
reg_0687,evt_009,mbr_120,registered,0,39,2026-01-23 00:00:00,
reg_0688,evt_010,mbr_120,attended,1,51,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0689,evt_011,mbr_120,attended,3,15,2026-02-14 00:00:00,2026-02-19 10:00:00
reg_0690,evt_012,mbr_120,attended,3,27,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0691,evt_015,mbr_120,attended,0,43,2026-01-21 00:00:00,2026-02-01 10:00:00
reg_0692,evt_001,mbr_121,attended,1,51,2026-02-03 00:00:00,2026-02-15 10:00:00
reg_0693,evt_002,mbr_121,attended,3,15,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0694,evt_003,mbr_121,attended,3,27,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0695,evt_006,mbr_121,attended,0,43,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0696,evt_007,mbr_121,attended,1,55,2026-01-03 00:00:00,2026-01-16 10:00:00
reg_0697,evt_008,mbr_121,attended,3,19,2025-12-23 00:00:00,2025-12-29 10:00:00
reg_0698,evt_009,mbr_121,attended,3,31,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0699,evt_012,mbr_121,attended,0,47,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0700,evt_013,mbr_121,attended,1,59,2026-01-01 00:00:00,2026-01-15 10:00:00
reg_0701,evt_014,mbr_121,attended,3,23,2026-02-12 00:00:00,2026-02-19 10:00:00
reg_0702,evt_015,mbr_121,registered,0,35,2026-01-23 00:00:00,
reg_0703,evt_003,mbr_122,attended,0,47,2026-02-21 00:00:00,2026-03-04 10:00:00
reg_0704,evt_004,mbr_122,attended,1,60,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0705,evt_005,mbr_122,attended,3,23,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0706,evt_006,mbr_122,registered,0,36,2026-01-24 00:00:00,
reg_0707,evt_008,mbr_122,attended,2,12,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0708,evt_009,mbr_122,attended,1,51,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0709,evt_010,mbr_122,attended,1,64,2026-01-02 00:00:00,2026-01-16 10:00:00
reg_0710,evt_011,mbr_122,attended,3,27,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0711,evt_012,mbr_122,registered,0,40,2026-01-23 00:00:00,
reg_0712,evt_014,mbr_122,attended,3,16,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0713,evt_015,mbr_122,attended,1,55,2026-01-19 00:00:00,2026-02-01 10:00:00
reg_0714,evt_001,mbr_123,attended,3,15,2026-02-09 00:00:00,2026-02-15 10:00:00
reg_0715,evt_002,mbr_123,attended,3,28,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0716,evt_003,mbr_123,registered,1,67,2026-03-03 00:00:00,
reg_0717,evt_005,mbr_123,attended,0,43,2025-12-19 00:00:00,2025-12-30 10:00:00
reg_0718,evt_006,mbr_123,attended,1,56,2026-01-20 00:00:00,2026-02-02 10:00:00
reg_0719,evt_008,mbr_123,attended,3,32,2025-12-21 00:00:00,2025-12-29 10:00:00
reg_0720,evt_009,mbr_123,attended,0,44,2026-01-31 00:00:00,2026-02-02 10:00:00
reg_0721,evt_011,mbr_123,attended,3,20,2026-02-08 00:00:00,2026-02-19 10:00:00
reg_0722,evt_012,mbr_123,attended,1,60,2026-01-19 00:00:00,2026-02-02 10:00:00
reg_0723,evt_014,mbr_123,registered,0,36,2026-02-10 00:00:00,
reg_0724,evt_015,mbr_123,attended,0,48,2026-01-21 00:00:00,2026-02-01 10:00:00
reg_0725,evt_002,mbr_124,attended,0,48,2025-12-19 00:00:00,2025-12-30 10:00:00
reg_0726,evt_003,mbr_124,attended,1,60,2026-02-18 00:00:00,2026-03-04 10:00:00
reg_0727,evt_004,mbr_124,attended,3,24,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0728,evt_005,mbr_124,registered,0,36,2025-12-21 00:00:00,
reg_0729,evt_006,mbr_124,attended,2,0,2026-01-30 00:00:00,2026-02-02 10:00:00
reg_0730,evt_007,mbr_124,attended,2,12,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0731,evt_008,mbr_124,attended,1,52,2025-12-17 00:00:00,2025-12-29 10:00:00
reg_0732,evt_009,mbr_124,attended,1,64,2026-01-19 00:00:00,2026-02-02 10:00:00
reg_0733,evt_011,mbr_124,registered,0,40,2026-02-09 00:00:00,
reg_0734,evt_012,mbr_124,attended,2,52,2026-01-30 00:00:00,2026-02-02 10:00:00
reg_0735,evt_013,mbr_124,attended,3,16,2026-01-09 00:00:00,2026-01-15 10:00:00
reg_0736,evt_014,mbr_124,attended,1,28,2026-02-06 00:00:00,2026-02-19 10:00:00
reg_0737,evt_001,mbr_125,attended,3,28,2026-02-07 00:00:00,2026-02-15 10:00:00
reg_0739,evt_004,mbr_125,attended,3,16,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0740,evt_005,mbr_125,attended,1,56,2025-12-17 00:00:00,2025-12-30 10:00:00
reg_0741,evt_007,mbr_125,attended,3,32,2026-01-07 00:00:00,2026-01-16 10:00:00
reg_0742,evt_008,mbr_125,attended,0,44,2025-12-18 00:00:00,2025-12-29 10:00:00
reg_0743,evt_010,mbr_125,attended,3,20,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0744,evt_011,mbr_125,attended,1,60,2026-02-05 00:00:00,2026-02-19 10:00:00
reg_0745,evt_014,mbr_125,attended,0,48,2026-02-08 00:00:00,2026-02-19 10:00:00
reg_0746,evt_015,mbr_125,attended,2,12,2026-01-27 00:00:00,2026-02-01 10:00:00
reg_0747,evt_001,mbr_126,attended,3,20,2026-02-09 00:00:00,2026-02-15 10:00:00
reg_0748,evt_002,mbr_126,attended,1,60,2025-12-16 00:00:00,2025-12-30 10:00:00
reg_0749,evt_004,mbr_126,registered,0,36,2026-01-07 00:00:00,
reg_0750,evt_005,mbr_126,attended,0,48,2025-12-18 00:00:00,2025-12-30 10:00:00
reg_0751,evt_006,mbr_126,attended,2,12,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0752,evt_007,mbr_126,attended,3,24,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0753,evt_008,mbr_126,attended,1,64,2025-12-15 00:00:00,2025-12-29 10:00:00
reg_0754,evt_010,mbr_126,registered,0,40,2026-01-06 00:00:00,
reg_0755,evt_011,mbr_126,attended,1,52,2026-02-07 00:00:00,2026-02-19 10:00:00
reg_0756,evt_012,mbr_126,attended,3,16,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0757,evt_013,mbr_126,attended,3,28,2026-01-07 00:00:00,2026-01-15 10:00:00
reg_0758,evt_001,mbr_127,registered,0,40,2026-02-05 00:00:00,
reg_0759,evt_002,mbr_127,attended,1,52,2025-12-18 00:00:00,2025-12-30 10:00:00
reg_0760,evt_003,mbr_127,attended,3,16,2026-02-26 00:00:00,2026-03-04 10:00:00
reg_0761,evt_004,mbr_127,attended,3,28,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0762,evt_007,mbr_127,attended,0,44,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0763,evt_008,mbr_127,attended,1,56,2025-12-16 00:00:00,2025-12-29 10:00:00
reg_0764,evt_009,mbr_127,attended,3,20,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0765,evt_010,mbr_127,registered,0,32,2026-01-07 00:00:00,
reg_0766,evt_013,mbr_127,attended,0,48,2026-01-03 00:00:00,2026-01-15 10:00:00
reg_0767,evt_014,mbr_127,attended,1,60,2026-02-05 00:00:00,2026-02-19 10:00:00
reg_0768,evt_015,mbr_127,attended,3,24,2026-01-25 00:00:00,2026-02-01 10:00:00
reg_0769,evt_001,mbr_128,registered,1,32,2026-02-01 00:00:00,
reg_0770,evt_004,mbr_128,attended,0,48,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0771,evt_005,mbr_128,attended,1,60,2025-12-25 00:00:00,2025-12-30 10:00:00
reg_0772,evt_006,mbr_128,attended,3,24,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0773,evt_007,mbr_128,registered,0,36,2026-01-07 00:00:00,
reg_0774,evt_009,mbr_128,attended,2,12,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0775,evt_010,mbr_128,attended,1,52,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0776,evt_012,mbr_128,attended,3,28,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0777,evt_013,mbr_128,registered,0,40,2026-01-05 00:00:00,
reg_0778,evt_015,mbr_128,attended,3,16,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0779,evt_001,mbr_129,attended,1,52,2026-02-03 00:00:00,2026-02-15 10:00:00
reg_0780,evt_003,mbr_129,attended,3,28,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0781,evt_004,mbr_129,registered,1,68,2026-01-15 00:00:00,
reg_0782,evt_006,mbr_129,attended,0,16,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0783,evt_007,mbr_129,attended,1,56,2026-01-03 00:00:00,2026-01-16 10:00:00
reg_0784,evt_009,mbr_129,registered,0,32,2026-01-24 00:00:00,
reg_0785,evt_010,mbr_129,attended,0,44,2026-01-14 00:00:00,2026-01-16 10:00:00
reg_0786,evt_012,mbr_129,attended,3,20,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0787,evt_013,mbr_129,attended,1,60,2026-01-01 00:00:00,2026-01-15 10:00:00
reg_0788,evt_015,mbr_129,registered,0,36,2026-01-23 00:00:00,
reg_0789,evt_003,mbr_130,attended,0,48,2026-02-20 00:00:00,2026-03-04 10:00:00
reg_0790,evt_004,mbr_130,attended,1,60,2026-01-02 00:00:00,2026-01-16 10:00:00
reg_0791,evt_005,mbr_130,attended,3,24,2025-12-23 00:00:00,2025-12-30 10:00:00
reg_0792,evt_006,mbr_130,registered,0,36,2026-01-24 00:00:00,
reg_0793,evt_007,mbr_130,attended,2,0,2026-01-13 00:00:00,2026-01-16 10:00:00
reg_0794,evt_008,mbr_130,attended,2,12,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0795,evt_009,mbr_130,attended,1,52,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0796,evt_012,mbr_130,registered,0,40,2026-01-23 00:00:00,
reg_0797,evt_013,mbr_130,attended,2,52,2026-01-12 00:00:00,2026-01-15 10:00:00
reg_0798,evt_014,mbr_130,attended,3,16,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0799,evt_015,mbr_130,attended,3,28,2026-01-19 00:00:00,2026-02-01 10:00:00
reg_0800,evt_002,mbr_131,attended,3,28,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0801,evt_003,mbr_131,registered,0,40,2026-02-22 00:00:00,
reg_0802,evt_005,mbr_131,attended,3,16,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0803,evt_006,mbr_131,attended,1,56,2026-01-20 00:00:00,2026-02-02 10:00:00
reg_0804,evt_008,mbr_131,registered,0,32,2025-12-20 00:00:00,
reg_0805,evt_009,mbr_131,attended,0,44,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_0806,evt_011,mbr_131,attended,3,20,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0807,evt_012,mbr_131,attended,1,60,2026-01-19 00:00:00,2026-02-02 10:00:00
reg_0808,evt_015,mbr_131,attended,0,48,2026-01-20 00:00:00,2026-02-01 10:00:00
reg_0809,evt_002,mbr_132,attended,3,21,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0810,evt_003,mbr_132,attended,1,60,2026-02-18 00:00:00,2026-03-04 10:00:00
reg_0811,evt_005,mbr_132,registered,0,36,2025-12-21 00:00:00,
reg_0812,evt_006,mbr_132,attended,0,49,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0813,evt_007,mbr_132,attended,2,12,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0814,evt_008,mbr_132,attended,3,25,2025-12-22 00:00:00,2025-12-29 10:00:00
reg_0815,evt_011,mbr_132,registered,0,40,2026-02-09 00:00:00,
reg_0816,evt_012,mbr_132,attended,1,53,2026-01-21 00:00:00,2026-02-02 10:00:00
reg_0817,evt_013,mbr_132,attended,3,16,2026-01-09 00:00:00,2026-01-15 10:00:00
reg_0818,evt_014,mbr_132,attended,3,29,2026-02-11 00:00:00,2026-02-19 10:00:00
reg_0819,evt_002,mbr_133,registered,0,41,2025-12-20 00:00:00,
reg_0820,evt_003,mbr_133,attended,1,53,2026-02-20 00:00:00,2026-03-04 10:00:00
reg_0821,evt_004,mbr_133,attended,3,17,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0822,evt_005,mbr_133,attended,3,29,2025-12-22 00:00:00,2025-12-30 10:00:00
reg_0823,evt_008,mbr_133,attended,0,45,2025-12-18 00:00:00,2025-12-29 10:00:00
reg_0824,evt_009,mbr_133,attended,1,57,2026-01-20 00:00:00,2026-02-02 10:00:00
reg_0825,evt_010,mbr_133,attended,3,21,2026-01-10 00:00:00,2026-01-16 10:00:00
reg_0826,evt_011,mbr_133,registered,0,33,2026-02-10 00:00:00,
reg_0827,evt_014,mbr_133,attended,0,49,2026-02-07 00:00:00,2026-02-19 10:00:00
reg_0828,evt_015,mbr_133,attended,1,61,2026-01-18 00:00:00,2026-02-01 10:00:00
reg_0829,evt_001,mbr_134,attended,3,21,2026-02-09 00:00:00,2026-02-15 10:00:00
reg_0830,evt_002,mbr_134,registered,1,33,2025-12-16 00:00:00,
reg_0831,evt_005,mbr_134,attended,0,49,2025-12-18 00:00:00,2025-12-30 10:00:00
reg_0832,evt_006,mbr_134,attended,1,61,2026-01-19 00:00:00,2026-02-02 10:00:00
reg_0833,evt_007,mbr_134,attended,3,25,2026-01-09 00:00:00,2026-01-16 10:00:00
reg_0834,evt_008,mbr_134,registered,0,37,2025-12-20 00:00:00,
reg_0835,evt_010,mbr_134,attended,2,13,2026-01-11 00:00:00,2026-01-16 10:00:00
reg_0836,evt_011,mbr_134,attended,1,53,2026-02-07 00:00:00,2026-02-19 10:00:00
reg_0837,evt_013,mbr_134,attended,3,29,2026-01-07 00:00:00,2026-01-15 10:00:00
reg_0838,evt_014,mbr_134,registered,0,41,2026-02-09 00:00:00,
reg_0839,evt_001,mbr_135,registered,0,41,2026-02-05 00:00:00,
reg_0840,evt_002,mbr_135,attended,1,53,2025-12-18 00:00:00,2025-12-30 10:00:00
reg_0841,evt_004,mbr_135,attended,3,29,2026-01-08 00:00:00,2026-01-16 10:00:00
reg_0842,evt_005,mbr_135,registered,1,69,2025-12-29 00:00:00,
reg_0843,evt_007,mbr_135,attended,0,17,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0844,evt_008,mbr_135,attended,1,57,2025-12-16 00:00:00,2025-12-29 10:00:00
reg_0845,evt_010,mbr_135,registered,0,33,2026-01-07 00:00:00,
reg_0846,evt_011,mbr_135,attended,0,45,2026-02-17 00:00:00,2026-02-19 10:00:00
reg_0847,evt_013,mbr_135,attended,3,21,2026-01-08 00:00:00,2026-01-15 10:00:00
reg_0848,evt_014,mbr_135,attended,1,61,2026-02-05 00:00:00,2026-02-19 10:00:00
reg_0849,evt_001,mbr_136,registered,0,33,2026-02-06 00:00:00,
reg_0850,evt_004,mbr_136,attended,0,49,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0851,evt_005,mbr_136,attended,1,61,2025-12-16 00:00:00,2025-12-30 10:00:00
reg_0852,evt_006,mbr_136,attended,3,25,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0853,evt_007,mbr_136,registered,0,37,2026-01-07 00:00:00,
reg_0854,evt_008,mbr_136,attended,2,1,2025-12-26 00:00:00,2025-12-29 10:00:00
reg_0855,evt_009,mbr_136,attended,3,13,2026-01-28 00:00:00,2026-02-02 10:00:00
reg_0856,evt_010,mbr_136,attended,1,53,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0857,evt_013,mbr_136,registered,0,41,2026-01-05 00:00:00,
reg_0858,evt_014,mbr_136,attended,2,53,2026-02-15 00:00:00,2026-02-19 10:00:00
reg_0859,evt_015,mbr_136,attended,3,17,2026-01-26 00:00:00,2026-02-01 10:00:00
reg_0860,evt_001,mbr_137,attended,1,53,2026-02-03 00:00:00,2026-02-15 10:00:00
reg_0861,evt_003,mbr_137,attended,3,29,2026-02-24 00:00:00,2026-03-04 10:00:00
reg_0862,evt_004,mbr_137,registered,0,41,2026-01-06 00:00:00,
reg_0863,evt_006,mbr_137,attended,3,17,2026-01-27 00:00:00,2026-02-02 10:00:00
reg_0864,evt_007,mbr_137,attended,1,57,2026-01-03 00:00:00,2026-01-16 10:00:00
reg_0865,evt_009,mbr_137,registered,0,33,2026-01-24 00:00:00,
reg_0866,evt_010,mbr_137,attended,0,45,2026-01-05 00:00:00,2026-01-16 10:00:00
reg_0867,evt_012,mbr_137,attended,3,21,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0868,evt_013,mbr_137,attended,1,61,2026-01-01 00:00:00,2026-01-15 10:00:00
reg_0869,evt_001,mbr_138,attended,0,45,2026-02-04 00:00:00,2026-02-15 10:00:00
reg_0870,evt_003,mbr_138,attended,3,21,2026-02-25 00:00:00,2026-03-04 10:00:00
reg_0871,evt_004,mbr_138,attended,1,61,2026-01-02 00:00:00,2026-01-16 10:00:00
reg_0872,evt_006,mbr_138,registered,0,37,2026-01-24 00:00:00,
reg_0873,evt_007,mbr_138,attended,0,49,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0874,evt_008,mbr_138,attended,3,13,2025-12-24 00:00:00,2025-12-29 10:00:00
reg_0875,evt_009,mbr_138,attended,3,25,2026-01-26 00:00:00,2026-02-02 10:00:00
reg_0876,evt_012,mbr_138,registered,0,41,2026-01-23 00:00:00,
reg_0877,evt_013,mbr_138,attended,1,53,2026-01-03 00:00:00,2026-01-15 10:00:00
reg_0878,evt_014,mbr_138,attended,3,17,2026-02-13 00:00:00,2026-02-19 10:00:00
reg_0879,evt_015,mbr_138,attended,3,29,2026-01-24 00:00:00,2026-02-01 10:00:00
reg_0880,evt_003,mbr_139,registered,0,41,2026-02-22 00:00:00,
reg_0881,evt_004,mbr_139,attended,1,53,2026-01-04 00:00:00,2026-01-16 10:00:00
reg_0882,evt_005,mbr_139,attended,3,17,2025-12-24 00:00:00,2025-12-30 10:00:00
reg_0883,evt_006,mbr_139,attended,3,29,2026-01-25 00:00:00,2026-02-02 10:00:00
reg_0884,evt_009,mbr_139,attended,0,45,2026-01-22 00:00:00,2026-02-02 10:00:00
reg_1033,evt_004,mbr_154,registered,0,35,2026-01-07 00:00:00,
reg_0885,evt_010,mbr_139,attended,1,57,2026-01-03 00:00:00,2026-01-16 10:00:00
